时间,事件类型,边界框,置信度,目标类别
2025-04-05 15:01:50.353,检测,"[345.7044677734375, 289.12091064453125, 514.4818115234375, 437.04742431640625]",0.715,car
2025-04-05 15:01:50.353,检测,"[704.27783203125, 321.47479248046875, 758.318115234375, 465.24273681640625]",0.636,person
2025-04-05 15:01:50.371,检测,"[514.0086669921875, 330.0724182128906, 710.0198974609375, 479.3753967285156]",0.86,car
2025-04-05 15:01:50.371,检测,"[704.8925170898438, 320.744873046875, 760.9990844726562, 468.593994140625]",0.767,person
2025-04-05 15:01:50.372,检测,"[344.33099365234375, 288.28106689453125, 514.912109375, 437.53619384765625]",0.692,car
2025-04-05 15:01:50.391,检测,"[514.0864868164062, 329.0491943359375, 710.4619750976562, 476.878173828125]",0.864,car
2025-04-05 15:01:50.392,检测,"[707.9710693359375, 321.3701171875, 765.4708251953125, 467.324951171875]",0.782,person
2025-04-05 15:01:50.393,检测,"[342.1507568359375, 286.49267578125, 513.9625244140625, 437.7095947265625]",0.706,car
2025-04-05 15:01:50.418,检测,"[514.489013671875, 326.6522216796875, 717.4385986328125, 479.1357421875]",0.839,car
2025-04-05 15:01:50.418,检测,"[339.728515625, 284.79010009765625, 513.0100708007812, 436.0267333984375]",0.828,car
2025-04-05 15:01:50.419,检测,"[705.327392578125, 321.869384765625, 767.91748046875, 466.179443359375]",0.622,person
2025-04-05 15:01:50.438,检测,"[513.9302368164062, 324.5635070800781, 730.9378051757812, 480.1984558105469]",0.819,car
2025-04-05 15:01:50.439,检测,"[338.17218017578125, 283.89056396484375, 513.7726440429688, 436.11102294921875]",0.763,car
2025-04-05 15:01:50.440,检测,"[711.5606689453125, 321.78424072265625, 773.0369873046875, 466.50628662109375]",0.693,person
2025-04-05 15:01:50.460,检测,"[513.1220092773438, 324.5540771484375, 714.7394409179688, 480.9853515625]",0.84,car
2025-04-05 15:01:50.461,检测,"[336.88739013671875, 282.2735290527344, 513.3024291992188, 436.3688659667969]",0.779,car
2025-04-05 15:01:50.461,检测,"[715.0552978515625, 320.22418212890625, 777.4527587890625, 467.91204833984375]",0.735,person
2025-04-05 15:01:50.483,检测,"[513.3658447265625, 324.9901123046875, 715.9771728515625, 485.615478515625]",0.876,car
2025-04-05 15:01:50.484,检测,"[336.0885009765625, 282.35400390625, 512.8385009765625, 438.47705078125]",0.782,car
2025-04-05 15:01:50.484,检测,"[718.9814453125, 319.1072998046875, 782.0751953125, 469.53955078125]",0.636,person
2025-04-05 15:01:50.501,检测,"[513.721435546875, 326.6787109375, 719.642578125, 486.667236328125]",0.87,car
2025-04-05 15:01:50.502,检测,"[333.169189453125, 284.3729553222656, 512.8411865234375, 440.2482604980469]",0.775,car
2025-04-05 15:01:50.502,检测,"[723.1797485351562, 321.2110595703125, 786.7974243164062, 474.0201416015625]",0.719,person
2025-04-05 15:01:50.522,检测,"[512.7454833984375, 328.16278076171875, 718.5091552734375, 486.49981689453125]",0.881,car
2025-04-05 15:01:50.522,检测,"[332.0478515625, 284.71875, 511.4434814453125, 441.74395751953125]",0.821,car
2025-04-05 15:01:50.523,检测,"[732.827880859375, 319.1070556640625, 790.621826171875, 475.9014892578125]",0.777,person
2025-04-05 15:01:50.539,检测,"[512.4903564453125, 329.06268310546875, 719.1446533203125, 486.64337158203125]",0.893,car
2025-04-05 15:01:50.540,检测,"[330.0196533203125, 285.381591796875, 510.373291015625, 442.55615234375]",0.805,car
2025-04-05 15:01:50.540,检测,"[741.7459106445312, 318.43865966796875, 796.7180786132812, 474.77679443359375]",0.788,person
2025-04-05 15:01:50.557,检测,"[512.1282348632812, 328.7620849609375, 721.6801147460938, 485.9815673828125]",0.895,car
2025-04-05 15:01:50.558,检测,"[328.634033203125, 285.32879638671875, 510.458740234375, 442.95489501953125]",0.803,car
2025-04-05 15:01:50.558,检测,"[743.5889282226562, 316.30987548828125, 798.7797241210938, 478.64898681640625]",0.786,person
2025-04-05 15:01:50.577,检测,"[512.7803955078125, 326.0042724609375, 727.3314208984375, 485.6461181640625]",0.891,car
2025-04-05 15:01:50.577,检测,"[325.6488037109375, 281.5595703125, 509.3232421875, 442.1240234375]",0.799,car
2025-04-05 15:01:50.578,检测,"[740.3251342773438, 315.14642333984375, 804.9553833007812, 477.26080322265625]",0.798,person
2025-04-05 15:01:50.598,检测,"[510.7611389160156, 324.81927490234375, 722.3182373046875, 487.344482421875]",0.891,car
2025-04-05 15:01:50.599,检测,"[323.06597900390625, 278.36346435546875, 508.50494384765625, 441.20025634765625]",0.823,car
2025-04-05 15:01:50.599,检测,"[747.531982421875, 314.93841552734375, 809.900634765625, 476.820556640625]",0.752,person
2025-04-05 15:01:50.634,检测,"[510.81585693359375, 323.88507080078125, 719.9037475585938, 486.94293212890625]",0.879,car
2025-04-05 15:01:50.635,检测,"[321.71453857421875, 277.223388671875, 508.43267822265625, 441.4019775390625]",0.812,car
2025-04-05 15:01:50.635,检测,"[744.866455078125, 315.064208984375, 812.053466796875, 479.103759765625]",0.807,person
2025-04-05 15:01:50.658,检测,"[510.4400634765625, 322.76220703125, 721.1151123046875, 487.6185302734375]",0.88,car
2025-04-05 15:01:50.658,检测,"[320.0383605957031, 276.8897705078125, 507.8250427246094, 441.68017578125]",0.842,car
2025-04-05 15:01:50.659,检测,"[753.5914306640625, 313.75665283203125, 818.5018310546875, 481.03570556640625]",0.813,person
2025-04-05 15:01:50.682,检测,"[509.8180847167969, 323.021484375, 726.813232421875, 488.8731689453125]",0.878,car
2025-04-05 15:01:50.684,检测,"[317.1064453125, 277.49560546875, 506.9874267578125, 442.79498291015625]",0.843,car
2025-04-05 15:01:50.684,检测,"[762.156494140625, 315.92633056640625, 823.50927734375, 482.7852783203125]",0.793,person
2025-04-05 15:01:50.704,检测,"[510.4955749511719, 324.0140380859375, 738.34423828125, 491.7703857421875]",0.876,car
2025-04-05 15:01:50.705,检测,"[765.9417724609375, 316.52508544921875, 828.5108642578125, 488.75390625]",0.835,person
2025-04-05 15:01:50.705,检测,"[315.74871826171875, 277.1827697753906, 506.286376953125, 444.2742004394531]",0.778,car
2025-04-05 15:01:50.724,检测,"[510.5215759277344, 324.83807373046875, 734.2572021484375, 492.96923828125]",0.873,car
2025-04-05 15:01:50.725,检测,"[771.609130859375, 317.3717041015625, 835.5057373046875, 491.84332275390625]",0.851,person
2025-04-05 15:01:50.726,检测,"[313.49609375, 278.6846923828125, 506.10296630859375, 446.81976318359375]",0.83,car
2025-04-05 15:01:50.748,检测,"[510.8529052734375, 325.7784423828125, 724.82568359375, 493.9388427734375]",0.897,car
2025-04-05 15:01:50.749,检测,"[310.98309326171875, 278.98193359375, 505.57989501953125, 447.8671875]",0.814,car
2025-04-05 15:01:50.749,检测,"[774.6661376953125, 316.85552978515625, 843.0567626953125, 494.06597900390625]",0.75,person
2025-04-05 15:01:50.749,检测,"[495.72723388671875, 321.1002197265625, 556.7095336914062, 400.03564453125]",0.522,car
2025-04-05 15:01:50.769,检测,"[510.3408508300781, 326.50830078125, 722.67822265625, 495.0052490234375]",0.892,car
2025-04-05 15:01:50.769,检测,"[307.82470703125, 276.72821044921875, 503.68035888671875, 450.09710693359375]",0.8,car
2025-04-05 15:01:50.769,检测,"[774.6293334960938, 317.43670654296875, 845.8893432617188, 499.1942138671875]",0.774,person
2025-04-05 15:01:50.789,检测,"[510.032958984375, 327.189208984375, 724.7900390625, 494.7862548828125]",0.89,car
2025-04-05 15:01:50.790,检测,"[774.771728515625, 318.21148681640625, 848.00537109375, 496.06866455078125]",0.827,person
2025-04-05 15:01:50.791,检测,"[306.72802734375, 275.55242919921875, 502.743896484375, 451.020751953125]",0.786,car
2025-04-05 15:01:50.812,检测,"[508.99078369140625, 326.525146484375, 726.0082397460938, 497.18499755859375]",0.901,car
2025-04-05 15:01:50.813,检测,"[304.3470458984375, 275.29168701171875, 502.4747314453125, 452.23907470703125]",0.757,car
2025-04-05 15:01:50.835,检测,"[507.7098693847656, 325.63623046875, 726.6759033203125, 497.12371826171875]",0.893,car
2025-04-05 15:01:50.836,检测,"[301.45635986328125, 275.006591796875, 501.5029296875, 452.780029296875]",0.7,car
2025-04-05 15:01:50.852,检测,"[506.5754699707031, 325.08392333984375, 726.7744140625, 498.1363525390625]",0.888,car
2025-04-05 15:01:50.853,检测,"[299.59234619140625, 276.95294189453125, 500.80615234375, 450.6866455078125]",0.734,car
2025-04-05 15:01:50.874,检测,"[505.75665283203125, 324.51434326171875, 726.9751586914062, 499.32244873046875]",0.885,car
2025-04-05 15:01:50.876,检测,"[296.85467529296875, 274.75018310546875, 499.68499755859375, 453.240478515625]",0.785,car
2025-04-05 15:01:50.894,检测,"[505.1994934082031, 324.304443359375, 728.408447265625, 499.1046142578125]",0.879,car
2025-04-05 15:01:50.894,检测,"[295.1165771484375, 274.63287353515625, 498.7398681640625, 454.40765380859375]",0.767,car
2025-04-05 15:01:50.911,检测,"[504.4740295410156, 324.4791259765625, 727.6539306640625, 501.4453125]",0.872,car
2025-04-05 15:01:50.911,检测,"[292.319091796875, 273.350341796875, 497.5885009765625, 454.65545654296875]",0.808,car
2025-04-05 15:01:50.929,检测,"[504.813720703125, 324.1353759765625, 728.0426025390625, 499.73779296875]",0.868,car
2025-04-05 15:01:50.929,检测,"[289.9232177734375, 273.7259521484375, 497.391845703125, 455.383056640625]",0.811,car
2025-04-05 15:01:50.946,检测,"[504.4092102050781, 324.68524169921875, 727.458984375, 500.4339599609375]",0.876,car
2025-04-05 15:01:50.946,检测,"[287.54840087890625, 274.3694763183594, 496.76702880859375, 456.9513244628906]",0.819,car
2025-04-05 15:01:50.946,检测,"[487.2364501953125, 321.24139404296875, 548.6912841796875, 401.6925048828125]",0.538,car
2025-04-05 15:01:50.965,检测,"[504.2127990722656, 324.45428466796875, 728.6534423828125, 501.79132080078125]",0.875,car
2025-04-05 15:01:50.965,检测,"[284.70281982421875, 273.4441833496094, 496.330322265625, 457.2081604003906]",0.84,car
2025-04-05 15:01:50.965,检测,"[485.9012451171875, 321.4869079589844, 548.01904296875, 402.4596862792969]",0.593,car
2025-04-05 15:01:50.984,检测,"[503.88494873046875, 324.4659423828125, 728.6957397460938, 501.45916748046875]",0.877,car
2025-04-05 15:01:50.985,检测,"[281.583740234375, 272.708740234375, 496.05621337890625, 457.6346435546875]",0.847,car
2025-04-05 15:01:50.985,检测,"[485.5940246582031, 320.71160888671875, 547.907470703125, 403.15570068359375]",0.655,car
2025-04-05 15:01:51.002,检测,"[503.7142333984375, 323.97113037109375, 729.4024658203125, 502.52349853515625]",0.876,car
2025-04-05 15:01:51.003,检测,"[280.3780517578125, 272.36138916015625, 495.332275390625, 458.77569580078125]",0.844,car
2025-04-05 15:01:51.004,检测,"[484.6073913574219, 320.53741455078125, 546.6533203125, 403.49822998046875]",0.597,car
2025-04-05 15:01:51.022,检测,"[503.6326904296875, 324.095458984375, 728.6885986328125, 501.80120849609375]",0.878,car
2025-04-05 15:01:51.022,检测,"[278.3116455078125, 270.601806640625, 494.6639404296875, 459.5908203125]",0.818,car
2025-04-05 15:01:51.023,检测,"[483.8631286621094, 320.572021484375, 546.5115966796875, 405.10009765625]",0.576,car
2025-04-05 15:01:51.044,检测,"[505.1098937988281, 323.96990966796875, 730.138427734375, 500.648681640625]",0.876,car
2025-04-05 15:01:51.045,检测,"[275.637939453125, 269.219482421875, 493.750732421875, 459.96844482421875]",0.85,car
2025-04-05 15:01:51.045,检测,"[482.20672607421875, 320.080810546875, 547.0719604492188, 408.7977294921875]",0.689,car
2025-04-05 15:01:51.067,检测,"[505.4208068847656, 323.52679443359375, 730.1934814453125, 501.88348388671875]",0.86,car
2025-04-05 15:01:51.068,检测,"[273.58709716796875, 269.5587158203125, 494.2960205078125, 460.0421142578125]",0.849,car
2025-04-05 15:01:51.068,检测,"[481.7945556640625, 320.07470703125, 545.9150390625, 408.0745849609375]",0.643,car
2025-04-05 15:01:51.089,检测,"[505.2264404296875, 323.0089111328125, 730.2994384765625, 502.55169677734375]",0.868,car
2025-04-05 15:01:51.090,检测,"[272.4966125488281, 270.326904296875, 493.3388366699219, 460.98553466796875]",0.833,car
2025-04-05 15:01:51.090,检测,"[481.294921875, 320.1718444824219, 545.7587890625, 407.6943664550781]",0.692,car
2025-04-05 15:01:51.109,检测,"[505.2745666503906, 323.7364501953125, 730.2127685546875, 503.17352294921875]",0.832,car
2025-04-05 15:01:51.109,检测,"[269.3590087890625, 269.13775634765625, 492.0008544921875, 461.204833984375]",0.782,car
2025-04-05 15:01:51.110,检测,"[480.03741455078125, 319.56597900390625, 545.9818725585938, 408.24176025390625]",0.619,car
2025-04-05 15:01:51.128,检测,"[505.00732421875, 323.34686279296875, 731.103271484375, 502.2615966796875]",0.829,car
2025-04-05 15:01:51.129,检测,"[267.1299133300781, 268.4091491699219, 490.9283752441406, 462.5189514160156]",0.779,car
2025-04-05 15:01:51.129,检测,"[479.439208984375, 319.23760986328125, 546.2969970703125, 409.01318359375]",0.676,car
2025-04-05 15:01:51.149,检测,"[503.8474426269531, 323.17327880859375, 730.89208984375, 502.94671630859375]",0.867,car
2025-04-05 15:01:51.150,检测,"[265.50006103515625, 267.51678466796875, 490.66461181640625, 462.61883544921875]",0.797,car
2025-04-05 15:01:51.150,检测,"[478.9027099609375, 319.5027160644531, 546.4898681640625, 407.0558776855469]",0.784,car
2025-04-05 15:01:51.168,检测,"[503.49493408203125, 322.8038330078125, 731.3047485351562, 503.0296630859375]",0.855,car
2025-04-05 15:01:51.168,检测,"[263.6399841308594, 266.796142578125, 489.4176330566406, 462.7357177734375]",0.786,car
2025-04-05 15:01:51.169,检测,"[478.3326416015625, 319.39801025390625, 546.04541015625, 407.61676025390625]",0.72,car
2025-04-05 15:01:51.186,检测,"[502.971435546875, 322.03070068359375, 730.762451171875, 503.39215087890625]",0.836,car
2025-04-05 15:01:51.186,检测,"[261.107666015625, 265.63433837890625, 488.4027099609375, 463.74346923828125]",0.808,car
2025-04-05 15:01:51.187,检测,"[476.664794921875, 319.35321044921875, 544.9097290039062, 405.39105224609375]",0.69,car
2025-04-05 15:01:51.206,检测,"[502.8809814453125, 321.5360107421875, 730.84814453125, 503.7958984375]",0.841,car
2025-04-05 15:01:51.207,检测,"[258.29095458984375, 264.6926574707031, 486.70709228515625, 463.9980773925781]",0.808,car
2025-04-05 15:01:51.207,检测,"[474.05078125, 319.6507568359375, 544.1776123046875, 405.684814453125]",0.719,car
2025-04-05 15:01:51.227,检测,"[503.1564636230469, 321.56207275390625, 730.4013671875, 503.80218505859375]",0.838,car
2025-04-05 15:01:51.228,检测,"[256.01348876953125, 263.842529296875, 486.77862548828125, 464.7215576171875]",0.788,car
2025-04-05 15:01:51.229,检测,"[471.02032470703125, 319.48394775390625, 543.6273803710938, 406.33514404296875]",0.648,car
2025-04-05 15:01:51.249,检测,"[502.6151123046875, 321.17169189453125, 730.3128662109375, 503.80242919921875]",0.811,car
2025-04-05 15:01:51.250,检测,"[253.8182830810547, 262.8546142578125, 483.51129150390625, 465.63671875]",0.793,car
2025-04-05 15:01:51.251,检测,"[472.47418212890625, 319.405029296875, 543.0590209960938, 405.2984619140625]",0.599,car
2025-04-05 15:01:51.272,检测,"[502.55877685546875, 321.111572265625, 730.4586791992188, 504.87518310546875]",0.8,car
2025-04-05 15:01:51.272,检测,"[248.89813232421875, 261.59808349609375, 482.48675537109375, 466.72784423828125]",0.793,car
2025-04-05 15:01:51.272,检测,"[471.51513671875, 318.82177734375, 542.6472778320312, 405.924072265625]",0.566,car
2025-04-05 15:01:51.291,检测,"[502.80267333984375, 320.29168701171875, 730.3042602539062, 503.79534912109375]",0.832,car
2025-04-05 15:01:51.292,检测,"[248.348876953125, 262.9279479980469, 482.34698486328125, 466.3355407714844]",0.804,car
2025-04-05 15:01:51.293,检测,"[471.26495361328125, 318.1160888671875, 542.5465698242188, 404.5826416015625]",0.657,car
2025-04-05 15:01:51.314,检测,"[502.6202087402344, 320.23712158203125, 730.6348876953125, 504.06658935546875]",0.848,car
2025-04-05 15:01:51.315,检测,"[246.35694885253906, 263.60931396484375, 481.63330078125, 467.47467041015625]",0.818,car
2025-04-05 15:01:51.315,检测,"[471.1851806640625, 317.61492919921875, 541.8917236328125, 403.39898681640625]",0.685,car
2025-04-05 15:01:51.334,检测,"[503.30780029296875, 320.04534912109375, 731.6555786132812, 504.71392822265625]",0.841,car
2025-04-05 15:01:51.334,检测,"[245.79086303710938, 263.4239501953125, 481.5004577636719, 468.500244140625]",0.797,car
2025-04-05 15:01:51.334,检测,"[471.05108642578125, 317.6278076171875, 542.6817626953125, 403.49285888671875]",0.684,car
2025-04-05 15:01:51.353,检测,"[503.8376770019531, 320.6273193359375, 733.018310546875, 503.8123779296875]",0.844,car
2025-04-05 15:01:51.354,检测,"[243.9522705078125, 263.75152587890625, 481.1566162109375, 469.00067138671875]",0.814,car
2025-04-05 15:01:51.354,检测,"[469.4163818359375, 317.35467529296875, 542.8006591796875, 403.86822509765625]",0.633,car
2025-04-05 15:01:51.371,检测,"[503.60491943359375, 320.22509765625, 733.9899291992188, 503.90966796875]",0.827,car
2025-04-05 15:01:51.372,检测,"[243.58958435058594, 263.7456970214844, 481.261474609375, 470.8169860839844]",0.826,car
2025-04-05 15:01:51.372,检测,"[468.2476806640625, 317.2613525390625, 543.1508178710938, 406.0670166015625]",0.655,car
2025-04-05 15:01:51.390,检测,"[503.82952880859375, 320.35693359375, 734.5377807617188, 503.85693359375]",0.838,car
2025-04-05 15:01:51.391,检测,"[242.05218505859375, 263.6771240234375, 481.4501953125, 471.2435302734375]",0.836,car
2025-04-05 15:01:51.391,检测,"[468.59405517578125, 317.55438232421875, 543.2437133789062, 405.05804443359375]",0.634,car
2025-04-05 15:01:51.409,检测,"[504.4251708984375, 320.38848876953125, 735.4083251953125, 503.84521484375]",0.842,car
2025-04-05 15:01:51.410,检测,"[240.17893981933594, 263.2059326171875, 481.4444580078125, 471.870849609375]",0.841,car
2025-04-05 15:01:51.410,检测,"[468.79949951171875, 317.5445556640625, 543.9606323242188, 404.1102294921875]",0.656,car
2025-04-05 15:01:51.430,检测,"[239.14820861816406, 263.6207275390625, 481.109375, 472.22576904296875]",0.847,car
2025-04-05 15:01:51.430,检测,"[504.528076171875, 320.43389892578125, 736.18505859375, 504.173828125]",0.846,car
2025-04-05 15:01:51.431,检测,"[469.2335205078125, 317.9881896972656, 544.4527587890625, 404.5925598144531]",0.684,car
2025-04-05 15:01:51.452,检测,"[237.4963836669922, 263.8691101074219, 481.33160400390625, 472.6888122558594]",0.855,car
2025-04-05 15:01:51.452,检测,"[504.5469665527344, 320.30670166015625, 736.5123291015625, 504.38592529296875]",0.825,car
2025-04-05 15:01:51.452,检测,"[468.01507568359375, 317.4674987792969, 544.1771850585938, 405.6446838378906]",0.635,car
2025-04-05 15:01:51.472,检测,"[234.7218017578125, 260.9132080078125, 480.38232421875, 472.34552001953125]",0.863,car
2025-04-05 15:01:51.472,检测,"[505.6339111328125, 320.6888427734375, 736.6556396484375, 504.6973876953125]",0.847,car
2025-04-05 15:01:51.473,检测,"[466.83428955078125, 317.18194580078125, 544.3330688476562, 406.38873291015625]",0.655,car
2025-04-05 15:01:51.494,检测,"[233.70065307617188, 260.60272216796875, 479.2185363769531, 472.5323486328125]",0.868,car
2025-04-05 15:01:51.495,检测,"[505.7797546386719, 320.80755615234375, 736.26318359375, 504.3154296875]",0.859,car
2025-04-05 15:01:51.495,检测,"[465.96832275390625, 317.72308349609375, 543.7648315429688, 407.37860107421875]",0.689,car
2025-04-05 15:01:51.516,检测,"[231.80177307128906, 261.077880859375, 478.8035888671875, 474.1378173828125]",0.881,car
2025-04-05 15:01:51.517,检测,"[505.90313720703125, 320.95556640625, 736.4076538085938, 504.317138671875]",0.857,car
2025-04-05 15:01:51.517,检测,"[464.57818603515625, 317.62274169921875, 543.4540405273438, 406.87115478515625]",0.69,car
2025-04-05 15:01:51.537,检测,"[229.74757385253906, 262.2304992675781, 478.916259765625, 474.0909729003906]",0.868,car
2025-04-05 15:01:51.537,检测,"[505.90081787109375, 320.084228515625, 735.9476928710938, 505.53363037109375]",0.852,car
2025-04-05 15:01:51.537,检测,"[465.45013427734375, 318.39202880859375, 543.6012573242188, 407.58380126953125]",0.784,car
2025-04-05 15:01:51.556,检测,"[227.20733642578125, 262.22698974609375, 479.73419189453125, 474.67291259765625]",0.85,car
2025-04-05 15:01:51.557,检测,"[506.8837585449219, 320.69061279296875, 736.272216796875, 505.75341796875]",0.834,car
2025-04-05 15:01:51.557,检测,"[465.22833251953125, 317.6192932128906, 544.2734375, 406.3507995605469]",0.801,car
2025-04-05 15:01:51.572,检测,"[224.72613525390625, 261.52984619140625, 479.63128662109375, 475.38470458984375]",0.821,car
2025-04-05 15:01:51.574,检测,"[506.7291259765625, 320.1993408203125, 736.6361083984375, 504.56396484375]",0.75,car
2025-04-05 15:01:51.574,检测,"[464.80682373046875, 319.27801513671875, 543.7244262695312, 407.01812744140625]",0.723,car
2025-04-05 15:01:51.591,检测,"[224.380126953125, 259.5699462890625, 477.6444091796875, 476.513671875]",0.594,car
2025-04-05 15:01:51.665,检测,"[461.87896728515625, 333.8280029296875, 555.90625, 408.3741455078125]",0.709,car
2025-04-05 15:01:51.665,检测,"[552.8685302734375, 329.56829833984375, 731.5787353515625, 479.81207275390625]",0.51,car
2025-04-05 15:01:51.686,检测,"[458.484619140625, 333.10125732421875, 554.3112182617188, 408.73614501953125]",0.75,car
2025-04-05 15:01:51.711,检测,"[451.73822021484375, 332.76544189453125, 553.2697143554688, 408.22283935546875]",0.843,car
2025-04-05 15:01:51.712,检测,"[553.022216796875, 330.8487548828125, 735.708251953125, 471.0684814453125]",0.825,car
2025-04-05 15:01:51.730,检测,"[447.9957275390625, 331.68963623046875, 555.2507934570312, 411.33831787109375]",0.869,car
2025-04-05 15:01:51.730,检测,"[553.4754638671875, 330.9093017578125, 736.1593017578125, 471.32171630859375]",0.832,car
2025-04-05 15:01:51.749,检测,"[553.4749755859375, 330.9971923828125, 737.7076416015625, 471.6121826171875]",0.859,car
2025-04-05 15:01:51.750,检测,"[444.86529541015625, 332.4725341796875, 550.0042724609375, 414.069091796875]",0.837,car
2025-04-05 15:01:51.751,检测,"[546.64892578125, 319.74273681640625, 609.2774658203125, 387.01239013671875]",0.51,car
2025-04-05 15:01:51.767,检测,"[553.7530517578125, 330.8984680175781, 737.557861328125, 471.3706970214844]",0.849,car
2025-04-05 15:01:51.768,检测,"[444.8055419921875, 332.49554443359375, 550.654541015625, 413.7177734375]",0.833,car
2025-04-05 15:01:51.784,检测,"[553.99267578125, 330.7904052734375, 737.498291015625, 471.10784912109375]",0.856,car
2025-04-05 15:01:51.784,检测,"[444.71826171875, 330.7642822265625, 552.1324462890625, 413.4658203125]",0.845,car
2025-04-05 15:01:51.784,检测,"[546.3075561523438, 319.47601318359375, 608.9037475585938, 389.97406005859375]",0.545,car
2025-04-05 15:01:51.802,检测,"[554.3138427734375, 330.774658203125, 737.17041015625, 471.15704345703125]",0.845,car
2025-04-05 15:01:51.802,检测,"[444.8060302734375, 331.0078125, 551.1361083984375, 412.847412109375]",0.835,car
2025-04-05 15:01:51.804,检测,"[545.4039306640625, 320.0373229980469, 607.3204345703125, 393.4947204589844]",0.518,car
2025-04-05 15:01:51.820,检测,"[554.6630859375, 331.16546630859375, 737.6334228515625, 471.64874267578125]",0.864,car
2025-04-05 15:01:51.821,检测,"[444.9290771484375, 330.4617919921875, 551.3909912109375, 413.0509033203125]",0.804,car
2025-04-05 15:01:51.821,检测,"[546.1597900390625, 318.70489501953125, 607.1461181640625, 387.39776611328125]",0.553,car
2025-04-05 15:01:51.838,检测,"[555.0115966796875, 331.2685852050781, 737.7950439453125, 471.9385070800781]",0.868,car
2025-04-05 15:01:51.838,检测,"[444.70428466796875, 332.10833740234375, 551.7159423828125, 413.14691162109375]",0.792,car
2025-04-05 15:01:51.839,检测,"[546.6910400390625, 320.17523193359375, 608.0596923828125, 388.08880615234375]",0.551,car
2025-04-05 15:01:51.856,检测,"[555.5433349609375, 331.32086181640625, 738.8155517578125, 471.64984130859375]",0.872,car
2025-04-05 15:01:51.857,检测,"[445.60882568359375, 331.0827941894531, 551.3978881835938, 412.5565490722656]",0.793,car
2025-04-05 15:01:51.858,检测,"[546.3358154296875, 320.20574951171875, 607.9573974609375, 391.34259033203125]",0.523,car
2025-04-05 15:01:51.876,检测,"[555.5684814453125, 331.11688232421875, 738.3878173828125, 471.22894287109375]",0.859,car
2025-04-05 15:01:51.877,检测,"[445.1728515625, 331.27447509765625, 553.5968017578125, 413.38153076171875]",0.811,car
2025-04-05 15:01:51.896,检测,"[556.6248168945312, 331.18218994140625, 738.3853149414062, 471.03717041015625]",0.846,car
2025-04-05 15:01:51.897,检测,"[446.03631591796875, 331.3828125, 554.1426391601562, 413.470458984375]",0.814,car
2025-04-05 15:01:51.925,检测,"[556.8983154296875, 331.1507263183594, 737.7857666015625, 471.0544738769531]",0.847,car
2025-04-05 15:01:51.926,检测,"[446.32275390625, 331.43792724609375, 554.5554809570312, 413.71160888671875]",0.836,car
2025-04-05 15:01:51.957,检测,"[556.5894165039062, 330.95147705078125, 737.4559936523438, 471.84552001953125]",0.853,car
2025-04-05 15:01:51.957,检测,"[446.78765869140625, 331.24725341796875, 554.4707641601562, 413.39251708984375]",0.827,car
2025-04-05 15:01:51.979,检测,"[557.4906005859375, 331.0400390625, 737.7518310546875, 471.3316650390625]",0.847,car
2025-04-05 15:01:51.980,检测,"[446.73834228515625, 330.40814208984375, 554.6675415039062, 413.50811767578125]",0.842,car
2025-04-05 15:01:51.998,检测,"[557.7379760742188, 330.85467529296875, 737.3020629882812, 471.49676513671875]",0.852,car
2025-04-05 15:01:51.999,检测,"[446.80712890625, 330.09600830078125, 554.8629150390625, 412.86370849609375]",0.83,car
2025-04-05 15:01:52.016,检测,"[557.6719970703125, 330.4986572265625, 737.7401123046875, 471.770751953125]",0.841,car
2025-04-05 15:01:52.017,检测,"[447.25390625, 328.97467041015625, 555.7462158203125, 411.39837646484375]",0.821,car
2025-04-05 15:01:52.032,检测,"[556.71240234375, 330.15069580078125, 738.1019287109375, 471.49078369140625]",0.835,car
2025-04-05 15:01:52.033,检测,"[447.21575927734375, 330.1256103515625, 553.8211669921875, 411.28082275390625]",0.807,car
2025-04-05 15:01:52.050,检测,"[556.3670654296875, 329.7747802734375, 737.9527587890625, 471.205810546875]",0.824,car
2025-04-05 15:01:52.051,检测,"[446.29351806640625, 328.6173400878906, 555.5980834960938, 410.5263366699219]",0.824,car
2025-04-05 15:01:52.068,检测,"[446.26019287109375, 328.62322998046875, 554.9177856445312, 409.87872314453125]",0.828,car
2025-04-05 15:01:52.069,检测,"[554.876953125, 328.91168212890625, 738.55810546875, 470.98992919921875]",0.828,car
2025-04-05 15:01:52.086,检测,"[444.7965087890625, 327.47222900390625, 553.1033935546875, 408.65875244140625]",0.842,car
2025-04-05 15:01:52.087,检测,"[554.2664794921875, 327.28497314453125, 737.8990478515625, 469.11614990234375]",0.799,car
2025-04-05 15:01:52.087,检测,"[544.5120849609375, 316.049072265625, 605.3826904296875, 400.3402099609375]",0.512,car
2025-04-05 15:01:52.109,检测,"[443.81549072265625, 326.35235595703125, 551.2750854492188, 407.56512451171875]",0.846,car
2025-04-05 15:01:52.110,检测,"[554.2379760742188, 327.2733154296875, 737.8016967773438, 467.620849609375]",0.838,car
2025-04-05 15:01:52.110,检测,"[544.7357788085938, 313.6878356933594, 603.8733520507812, 393.7956237792969]",0.539,car
2025-04-05 15:01:52.130,检测,"[552.8969116210938, 323.2340087890625, 739.1754760742188, 467.2666015625]",0.841,car
2025-04-05 15:01:52.130,检测,"[441.203369140625, 324.19195556640625, 548.0232543945312, 406.86376953125]",0.824,car
