时间,事件类型,边界框,置信度,目标类别
2025-03-29 08:53:49.799,检测,"[24.48187255859375, 121.02947998046875, 638.6964111328125, 479.420654296875]",0.82,person
2025-03-29 08:53:49.846,检测,"[11.197021484375, 121.54112243652344, 638.452392578125, 479.336669921875]",0.82,person
2025-03-29 08:53:49.865,检测,"[11.197021484375, 121.54112243652344, 638.452392578125, 479.336669921875]",0.82,person
2025-03-29 08:53:49.908,检测,"[12.56988525390625, 120.36212158203125, 637.1898803710938, 479.267822265625]",0.73,person
2025-03-29 08:53:49.927,检测,"[12.56988525390625, 120.36212158203125, 637.1898803710938, 479.267822265625]",0.73,person
2025-03-29 08:53:49.989,检测,"[15.267578125, 119.7677001953125, 638.46923828125, 479.37506103515625]",0.799,person
2025-03-29 08:53:50.011,检测,"[15.267578125, 119.7677001953125, 638.46923828125, 479.37506103515625]",0.799,person
2025-03-29 08:53:50.054,检测,"[17.41644287109375, 120.05328369140625, 636.2711791992188, 479.28814697265625]",0.688,person
2025-03-29 08:53:50.072,检测,"[17.41644287109375, 120.05328369140625, 636.2711791992188, 479.28814697265625]",0.688,person
2025-03-29 08:53:50.117,检测,"[10.2274169921875, 120.49258422851562, 638.6317749023438, 479.3462829589844]",0.793,person
2025-03-29 08:53:50.137,检测,"[10.2274169921875, 120.49258422851562, 638.6317749023438, 479.3462829589844]",0.793,person
2025-03-29 08:53:50.185,检测,"[40.360107421875, 123.63984680175781, 637.8272094726562, 479.28717041015625]",0.698,person
2025-03-29 08:53:50.205,检测,"[40.360107421875, 123.63984680175781, 637.8272094726562, 479.28717041015625]",0.698,person
2025-03-29 08:53:50.247,检测,"[33.46868896484375, 120.09873962402344, 637.6707153320312, 479.34033203125]",0.754,person
2025-03-29 08:53:50.264,检测,"[33.46868896484375, 120.09873962402344, 637.6707153320312, 479.34033203125]",0.754,person
2025-03-29 08:53:50.308,检测,"[35.8680419921875, 119.97933959960938, 637.893798828125, 479.2939147949219]",0.722,person
2025-03-29 08:53:50.328,检测,"[35.8680419921875, 119.97933959960938, 637.893798828125, 479.2939147949219]",0.722,person
2025-03-29 08:53:50.373,报警,"[8.646240234375, 119.8023681640625, 637.0653076171875, 479.3359375]",0.807,person
2025-03-29 08:53:50.389,检测,"[30.84716796875, 120.01182556152344, 638.7413330078125, 479.367431640625]",0.787,person
2025-03-29 08:53:50.408,检测,"[30.84716796875, 120.01182556152344, 638.7413330078125, 479.367431640625]",0.787,person
2025-03-29 08:53:50.454,检测,"[28.0206298828125, 120.10540771484375, 637.7481689453125, 479.3421630859375]",0.756,person
2025-03-29 08:53:50.474,检测,"[28.0206298828125, 120.10540771484375, 637.7481689453125, 479.3421630859375]",0.756,person
2025-03-29 08:53:50.517,检测,"[35.7318115234375, 120.34101867675781, 638.0860595703125, 479.34881591796875]",0.752,person
2025-03-29 08:53:50.535,检测,"[35.7318115234375, 120.34101867675781, 638.0860595703125, 479.34881591796875]",0.752,person
2025-03-29 08:53:50.583,检测,"[40.9189453125, 122.62159729003906, 637.8606567382812, 479.287353515625]",0.734,person
2025-03-29 08:53:50.601,检测,"[40.9189453125, 122.62159729003906, 637.8606567382812, 479.287353515625]",0.734,person
2025-03-29 08:53:50.646,检测,"[15.4696044921875, 120.20016479492188, 637.270263671875, 479.4025573730469]",0.744,person
2025-03-29 08:53:50.666,检测,"[15.4696044921875, 120.20016479492188, 637.270263671875, 479.4025573730469]",0.744,person
2025-03-29 08:53:50.708,检测,"[16.4981689453125, 123.6239013671875, 637.752685546875, 479.35223388671875]",0.771,person
2025-03-29 08:53:50.727,检测,"[16.4981689453125, 123.6239013671875, 637.752685546875, 479.35223388671875]",0.771,person
2025-03-29 08:53:50.772,检测,"[17.4893798828125, 120.12582397460938, 637.1463623046875, 479.2970275878906]",0.718,person
2025-03-29 08:53:50.792,检测,"[17.4893798828125, 120.12582397460938, 637.1463623046875, 479.2970275878906]",0.718,person
2025-03-29 08:53:50.856,检测,"[15.42974853515625, 122.35038757324219, 638.3413696289062, 479.42010498046875]",0.77,person
2025-03-29 08:53:50.873,检测,"[15.42974853515625, 122.35038757324219, 638.3413696289062, 479.42010498046875]",0.77,person
2025-03-29 08:53:50.918,检测,"[22.424560546875, 120.00613403320312, 637.913330078125, 479.2593078613281]",0.725,person
2025-03-29 08:53:50.938,检测,"[22.424560546875, 120.00613403320312, 637.913330078125, 479.2593078613281]",0.725,person
2025-03-29 08:53:50.983,检测,"[13.92431640625, 123.36032104492188, 637.6033935546875, 479.3091735839844]",0.774,person
2025-03-29 08:53:51.000,检测,"[13.92431640625, 123.36032104492188, 637.6033935546875, 479.3091735839844]",0.774,person
2025-03-29 08:53:51.047,检测,"[24.5274658203125, 120.04389953613281, 638.545166015625, 479.40887451171875]",0.794,person
2025-03-29 08:53:51.068,检测,"[24.5274658203125, 120.04389953613281, 638.545166015625, 479.40887451171875]",0.794,person
2025-03-29 08:53:51.111,检测,"[21.13604736328125, 122.92550659179688, 637.6953125, 479.3089904785156]",0.712,person
2025-03-29 08:53:51.131,检测,"[21.13604736328125, 122.92550659179688, 637.6953125, 479.3089904785156]",0.712,person
2025-03-29 08:53:51.175,检测,"[17.4461669921875, 123.49517822265625, 638.4803466796875, 479.34185791015625]",0.779,person
2025-03-29 08:53:51.196,检测,"[17.4461669921875, 123.49517822265625, 638.4803466796875, 479.34185791015625]",0.779,person
2025-03-29 08:53:51.686,检测,"[14.93292236328125, 121.95294189453125, 638.130126953125, 479.253173828125]",0.828,person
2025-03-29 08:54:06.728,检测,"[772.557373046875, 357.6663818359375, 800.9613037109375, 432.292236328125]",0.522,person
2025-03-29 08:54:06.761,检测,"[770.99072265625, 355.6021728515625, 800.494384765625, 432.2513427734375]",0.552,person
2025-03-29 08:54:06.778,检测,"[770.3831787109375, 355.38995361328125, 800.4962158203125, 432.42816162109375]",0.512,person
2025-03-29 08:54:07.074,检测,"[764.7006225585938, 359.64501953125, 796.4854125976562, 442.988037109375]",0.655,person
2025-03-29 08:54:07.091,检测,"[763.0614013671875, 357.63043212890625, 795.878173828125, 442.66583251953125]",0.604,person
2025-03-29 08:54:07.110,检测,"[760.9395751953125, 356.87811279296875, 794.2701416015625, 441.25518798828125]",0.604,person
2025-03-29 08:54:07.136,检测,"[759.3951416015625, 356.7105407714844, 793.3194580078125, 442.6293029785156]",0.677,person
2025-03-29 08:54:07.160,检测,"[754.376220703125, 355.9720153808594, 792.56298828125, 444.4900817871094]",0.725,person
2025-03-29 08:54:07.184,检测,"[752.6732177734375, 356.0767822265625, 792.4884033203125, 446.48663330078125]",0.7,person
2025-03-29 08:54:07.208,检测,"[751.0135498046875, 357.28472900390625, 792.327880859375, 446.8656005859375]",0.655,person
2025-03-29 08:54:07.223,检测,"[750.5753173828125, 356.59356689453125, 793.3721923828125, 446.74151611328125]",0.645,person
2025-03-29 08:54:07.239,检测,"[748.6304931640625, 358.4967041015625, 790.6514892578125, 446.8555908203125]",0.57,person
2025-03-29 08:54:07.255,检测,"[745.8463134765625, 358.99383544921875, 789.403076171875, 447.26055908203125]",0.551,person
2025-03-29 08:54:07.964,检测,"[676.4293212890625, 323.5017395019531, 733.0794677734375, 449.7680969238281]",0.545,person
2025-03-29 08:54:08.015,检测,"[690.0069580078125, 318.40264892578125, 746.3756103515625, 453.78460693359375]",0.632,person
2025-03-29 08:54:08.031,检测,"[695.8156127929688, 319.2911376953125, 749.9519653320312, 455.72564697265625]",0.668,person
2025-03-29 08:54:08.065,检测,"[696.708984375, 323.1128234863281, 754.9580078125, 464.6448059082031]",0.606,person
2025-03-29 08:54:08.082,检测,"[699.166259765625, 321.6081848144531, 757.8408203125, 465.4164123535156]",0.744,person
2025-03-29 08:54:08.099,检测,"[704.27783203125, 321.47479248046875, 758.318115234375, 465.24273681640625]",0.636,person
2025-03-29 08:54:08.124,检测,"[704.8925170898438, 320.744873046875, 760.9990844726562, 468.593994140625]",0.767,person
2025-03-29 08:54:08.148,检测,"[707.9710693359375, 321.3701171875, 765.4708251953125, 467.324951171875]",0.782,person
2025-03-29 08:54:08.164,检测,"[705.327392578125, 321.869384765625, 767.91748046875, 466.179443359375]",0.622,person
2025-03-29 08:54:08.180,检测,"[711.5606689453125, 321.78424072265625, 773.0369873046875, 466.50628662109375]",0.693,person
2025-03-29 08:54:08.199,检测,"[715.0552978515625, 320.22418212890625, 777.4527587890625, 467.91204833984375]",0.735,person
2025-03-29 08:54:08.217,检测,"[718.9814453125, 319.1072998046875, 782.0751953125, 469.53955078125]",0.636,person
2025-03-29 08:54:08.245,检测,"[723.1797485351562, 321.2110595703125, 786.7974243164062, 474.0201416015625]",0.719,person
2025-03-29 08:54:08.263,检测,"[732.827880859375, 319.1070556640625, 790.621826171875, 475.9014892578125]",0.777,person
2025-03-29 08:54:08.282,检测,"[741.7459106445312, 318.43865966796875, 796.7180786132812, 474.77679443359375]",0.788,person
2025-03-29 08:54:08.307,检测,"[743.5889282226562, 316.30987548828125, 798.7797241210938, 478.64898681640625]",0.786,person
2025-03-29 08:54:08.323,检测,"[740.3251342773438, 315.14642333984375, 804.9553833007812, 477.26080322265625]",0.798,person
2025-03-29 08:54:08.339,检测,"[747.531982421875, 314.93841552734375, 809.900634765625, 476.820556640625]",0.752,person
2025-03-29 08:54:08.356,检测,"[744.866455078125, 315.064208984375, 812.053466796875, 479.103759765625]",0.807,person
2025-03-29 08:54:08.371,检测,"[753.5914306640625, 313.75665283203125, 818.5018310546875, 481.03570556640625]",0.813,person
2025-03-29 08:54:08.389,检测,"[762.156494140625, 315.92633056640625, 823.50927734375, 482.7852783203125]",0.793,person
2025-03-29 08:54:08.407,检测,"[765.9417724609375, 316.52508544921875, 828.5108642578125, 488.75390625]",0.835,person
2025-03-29 08:54:08.426,检测,"[771.609130859375, 317.3717041015625, 835.5057373046875, 491.84332275390625]",0.851,person
2025-03-29 08:54:08.445,检测,"[774.6661376953125, 316.85552978515625, 843.0567626953125, 494.06597900390625]",0.75,person
2025-03-29 08:54:08.463,检测,"[774.6293334960938, 317.43670654296875, 845.8893432617188, 499.1942138671875]",0.774,person
2025-03-29 08:54:08.482,检测,"[774.771728515625, 318.21148681640625, 848.00537109375, 496.06866455078125]",0.827,person
2025-03-29 08:54:09.603,检测,"[731.3900756835938, 322.4884033203125, 754.7687377929688, 388.0484619140625]",0.532,person
2025-03-29 08:54:10.641,检测,"[772.557373046875, 357.6663818359375, 800.9613037109375, 432.292236328125]",0.522,person
2025-03-29 08:54:10.674,检测,"[770.99072265625, 355.6021728515625, 800.494384765625, 432.2513427734375]",0.552,person
2025-03-29 08:54:10.690,检测,"[770.3831787109375, 355.38995361328125, 800.4962158203125, 432.42816162109375]",0.512,person
2025-03-29 08:54:10.921,检测,"[764.7006225585938, 359.64501953125, 796.4854125976562, 442.988037109375]",0.655,person
2025-03-29 08:54:10.937,检测,"[763.0614013671875, 357.63043212890625, 795.878173828125, 442.66583251953125]",0.604,person
2025-03-29 08:54:10.953,检测,"[760.9395751953125, 356.87811279296875, 794.2701416015625, 441.25518798828125]",0.604,person
2025-03-29 08:54:10.970,检测,"[759.3951416015625, 356.7105407714844, 793.3194580078125, 442.6293029785156]",0.677,person
2025-03-29 08:54:10.986,检测,"[754.376220703125, 355.9720153808594, 792.56298828125, 444.4900817871094]",0.725,person
2025-03-29 08:54:11.011,检测,"[752.6732177734375, 356.0767822265625, 792.4884033203125, 446.48663330078125]",0.7,person
2025-03-29 08:54:11.028,检测,"[751.0135498046875, 357.28472900390625, 792.327880859375, 446.8656005859375]",0.655,person
2025-03-29 08:54:11.046,检测,"[750.5753173828125, 356.59356689453125, 793.3721923828125, 446.74151611328125]",0.645,person
2025-03-29 08:54:11.063,检测,"[748.6304931640625, 358.4967041015625, 790.6514892578125, 446.8555908203125]",0.57,person
2025-03-29 08:54:11.078,检测,"[745.8463134765625, 358.99383544921875, 789.403076171875, 447.26055908203125]",0.551,person
2025-03-29 08:54:11.762,检测,"[676.4293212890625, 323.5017395019531, 733.0794677734375, 449.7680969238281]",0.545,person
2025-03-29 08:54:11.833,检测,"[690.0069580078125, 318.40264892578125, 746.3756103515625, 453.78460693359375]",0.632,person
2025-03-29 08:54:11.856,检测,"[695.8156127929688, 319.2911376953125, 749.9519653320312, 455.72564697265625]",0.668,person
2025-03-29 08:54:11.886,检测,"[696.708984375, 323.1128234863281, 754.9580078125, 464.6448059082031]",0.606,person
2025-03-29 08:54:11.910,检测,"[699.166259765625, 321.6081848144531, 757.8408203125, 465.4164123535156]",0.744,person
2025-03-29 08:54:11.935,检测,"[704.27783203125, 321.47479248046875, 758.318115234375, 465.24273681640625]",0.636,person
2025-03-29 08:54:11.951,检测,"[704.8925170898438, 320.744873046875, 760.9990844726562, 468.593994140625]",0.767,person
2025-03-29 08:54:11.969,检测,"[707.9710693359375, 321.3701171875, 765.4708251953125, 467.324951171875]",0.782,person
2025-03-29 08:54:11.988,检测,"[705.327392578125, 321.869384765625, 767.91748046875, 466.179443359375]",0.622,person
2025-03-29 08:54:12.009,检测,"[711.5606689453125, 321.78424072265625, 773.0369873046875, 466.50628662109375]",0.693,person
2025-03-29 08:54:12.026,检测,"[715.0552978515625, 320.22418212890625, 777.4527587890625, 467.91204833984375]",0.735,person
2025-03-29 08:54:12.046,检测,"[718.9814453125, 319.1072998046875, 782.0751953125, 469.53955078125]",0.636,person
2025-03-29 08:54:12.065,检测,"[723.1797485351562, 321.2110595703125, 786.7974243164062, 474.0201416015625]",0.719,person
2025-03-29 08:54:12.083,检测,"[732.827880859375, 319.1070556640625, 790.621826171875, 475.9014892578125]",0.777,person
2025-03-29 08:54:12.102,检测,"[741.7459106445312, 318.43865966796875, 796.7180786132812, 474.77679443359375]",0.788,person
2025-03-29 08:54:12.120,检测,"[743.5889282226562, 316.30987548828125, 798.7797241210938, 478.64898681640625]",0.786,person
2025-03-29 08:54:12.137,检测,"[740.3251342773438, 315.14642333984375, 804.9553833007812, 477.26080322265625]",0.798,person
2025-03-29 08:54:12.153,检测,"[747.531982421875, 314.93841552734375, 809.900634765625, 476.820556640625]",0.752,person
2025-03-29 08:54:12.169,检测,"[744.866455078125, 315.064208984375, 812.053466796875, 479.103759765625]",0.807,person
2025-03-29 08:54:12.195,检测,"[753.5914306640625, 313.75665283203125, 818.5018310546875, 481.03570556640625]",0.813,person
2025-03-29 08:54:12.212,检测,"[762.156494140625, 315.92633056640625, 823.50927734375, 482.7852783203125]",0.793,person
2025-03-29 08:54:12.230,检测,"[765.9417724609375, 316.52508544921875, 828.5108642578125, 488.75390625]",0.835,person
2025-03-29 08:54:12.247,检测,"[771.609130859375, 317.3717041015625, 835.5057373046875, 491.84332275390625]",0.851,person
2025-03-29 08:54:12.266,检测,"[774.6661376953125, 316.85552978515625, 843.0567626953125, 494.06597900390625]",0.75,person
2025-03-29 08:54:12.282,检测,"[774.6293334960938, 317.43670654296875, 845.8893432617188, 499.1942138671875]",0.774,person
2025-03-29 08:54:12.299,检测,"[774.771728515625, 318.21148681640625, 848.00537109375, 496.06866455078125]",0.827,person
2025-03-29 09:07:36.995,检测,"[103.24765014648438, 146.46331787109375, 450.9027404785156, 479.55316162109375]",0.93,person
2025-03-29 09:07:37.330,检测,"[100.79618835449219, 146.95428466796875, 450.81561279296875, 479.38873291015625]",0.926,person
2025-03-29 09:07:37.331,检测,"[100.79618835449219, 146.95428466796875, 450.81561279296875, 479.38873291015625]",0.926,person
2025-03-29 09:07:37.331,检测,"[100.89024353027344, 146.88201904296875, 450.6746826171875, 479.40191650390625]",0.929,person
2025-03-29 09:07:37.332,检测,"[100.89024353027344, 146.88201904296875, 450.6746826171875, 479.40191650390625]",0.929,person
2025-03-29 09:07:37.332,检测,"[101.3231201171875, 146.62359619140625, 450.4910888671875, 479.4068603515625]",0.928,person
2025-03-29 09:07:37.332,检测,"[101.3231201171875, 146.62359619140625, 450.4910888671875, 479.4068603515625]",0.928,person
2025-03-29 09:07:37.333,检测,"[102.27674865722656, 146.66531372070312, 451.0523681640625, 479.3417663574219]",0.928,person
2025-03-29 09:07:37.333,检测,"[102.27674865722656, 146.66531372070312, 451.0523681640625, 479.3417663574219]",0.928,person
2025-03-29 09:07:37.335,检测,"[101.0501708984375, 146.7886962890625, 450.0333251953125, 479.3902587890625]",0.923,person
2025-03-29 09:07:37.335,检测,"[101.0501708984375, 146.7886962890625, 450.0333251953125, 479.3902587890625]",0.923,person
2025-03-29 09:07:37.337,检测,"[102.49479675292969, 146.82577514648438, 451.06402587890625, 479.3440246582031]",0.931,person
2025-03-29 09:07:37.350,检测,"[102.49479675292969, 146.82577514648438, 451.06402587890625, 479.3440246582031]",0.931,person
2025-03-29 09:07:37.392,检测,"[100.60185241699219, 147.43234252929688, 450.59820556640625, 479.3819885253906]",0.926,person
2025-03-29 09:07:37.409,检测,"[100.60185241699219, 147.43234252929688, 450.59820556640625, 479.3819885253906]",0.926,person
2025-03-29 09:07:37.456,检测,"[100.99525451660156, 146.15142822265625, 449.9490966796875, 479.3785400390625]",0.93,person
2025-03-29 09:07:37.475,检测,"[100.99525451660156, 146.15142822265625, 449.9490966796875, 479.3785400390625]",0.93,person
2025-03-29 09:07:37.519,检测,"[100.95147705078125, 147.81198120117188, 450.28192138671875, 479.6596374511719]",0.934,person
2025-03-29 09:07:37.539,检测,"[100.95147705078125, 147.81198120117188, 450.28192138671875, 479.6596374511719]",0.934,person
2025-03-29 09:07:37.585,检测,"[101.16009521484375, 147.30487060546875, 450.6695556640625, 479.36834716796875]",0.921,person
2025-03-29 09:07:37.606,检测,"[101.16009521484375, 147.30487060546875, 450.6695556640625, 479.36834716796875]",0.921,person
2025-03-29 09:07:37.663,检测,"[100.53167724609375, 146.9672393798828, 449.76776123046875, 479.38714599609375]",0.933,person
2025-03-29 09:07:37.683,检测,"[100.53167724609375, 146.9672393798828, 449.76776123046875, 479.38714599609375]",0.933,person
2025-03-29 09:07:37.727,检测,"[100.908203125, 146.73870849609375, 450.26025390625, 479.3936767578125]",0.927,person
2025-03-29 09:07:37.746,检测,"[100.908203125, 146.73870849609375, 450.26025390625, 479.3936767578125]",0.927,person
2025-03-29 09:07:37.791,检测,"[100.51959228515625, 146.70306396484375, 449.8277587890625, 479.364990234375]",0.922,person
2025-03-29 09:07:37.808,检测,"[100.51959228515625, 146.70306396484375, 449.8277587890625, 479.364990234375]",0.922,person
2025-03-29 09:07:37.856,检测,"[100.33036804199219, 147.80323791503906, 450.09234619140625, 479.3846435546875]",0.933,person
2025-03-29 09:07:37.876,检测,"[100.33036804199219, 147.80323791503906, 450.09234619140625, 479.3846435546875]",0.933,person
2025-03-29 09:07:37.915,检测,"[99.38482666015625, 147.7906494140625, 449.722412109375, 479.41400146484375]",0.933,person
2025-03-29 09:07:37.935,检测,"[99.38482666015625, 147.7906494140625, 449.722412109375, 479.41400146484375]",0.933,person
2025-03-29 09:07:37.984,检测,"[98.73529052734375, 146.72279357910156, 450.76123046875, 479.406494140625]",0.928,person
2025-03-29 09:07:38.002,检测,"[98.73529052734375, 146.72279357910156, 450.76123046875, 479.406494140625]",0.928,person
2025-03-29 09:07:38.064,检测,"[105.56784057617188, 146.7294158935547, 450.2891540527344, 479.41986083984375]",0.899,person
2025-03-29 09:07:38.083,检测,"[105.56784057617188, 146.7294158935547, 450.2891540527344, 479.41986083984375]",0.899,person
2025-03-29 09:07:38.125,检测,"[112.41923522949219, 147.40707397460938, 453.10528564453125, 479.4399719238281]",0.923,person
2025-03-29 09:07:38.145,检测,"[112.41923522949219, 147.40707397460938, 453.10528564453125, 479.4399719238281]",0.923,person
2025-03-29 09:07:38.190,检测,"[113.15104675292969, 146.8433837890625, 475.16632080078125, 479.40179443359375]",0.854,person
2025-03-29 09:07:38.210,检测,"[113.15104675292969, 146.8433837890625, 475.16632080078125, 479.40179443359375]",0.854,person
2025-03-29 09:07:38.255,检测,"[117.43634033203125, 147.72796630859375, 448.3529052734375, 479.57269287109375]",0.926,person
2025-03-29 09:07:38.274,检测,"[117.43634033203125, 147.72796630859375, 448.3529052734375, 479.57269287109375]",0.926,person
2025-03-29 09:07:38.319,检测,"[121.09423828125, 148.41822814941406, 446.847412109375, 479.50732421875]",0.921,person
2025-03-29 09:07:38.338,检测,"[121.09423828125, 148.41822814941406, 446.847412109375, 479.50732421875]",0.921,person
2025-03-29 09:07:38.382,检测,"[116.5101318359375, 147.9093780517578, 448.83154296875, 479.62554931640625]",0.928,person
2025-03-29 09:07:38.398,检测,"[116.5101318359375, 147.9093780517578, 448.83154296875, 479.62554931640625]",0.928,person
2025-03-29 09:07:38.463,检测,"[118.4683837890625, 148.46543884277344, 450.26165771484375, 479.579833984375]",0.923,person
2025-03-29 09:07:38.481,检测,"[118.4683837890625, 148.46543884277344, 450.26165771484375, 479.579833984375]",0.923,person
2025-03-29 09:07:38.525,检测,"[117.85498046875, 148.64173889160156, 449.4425048828125, 479.5455322265625]",0.921,person
2025-03-29 09:07:38.545,检测,"[117.85498046875, 148.64173889160156, 449.4425048828125, 479.5455322265625]",0.921,person
2025-03-29 09:07:38.592,检测,"[114.98165893554688, 148.2064971923828, 450.0212707519531, 479.60455322265625]",0.923,person
2025-03-29 09:07:38.611,检测,"[114.98165893554688, 148.2064971923828, 450.0212707519531, 479.60455322265625]",0.923,person
2025-03-29 09:07:38.657,检测,"[119.64292907714844, 147.88323974609375, 450.2320556640625, 479.56005859375]",0.908,person
2025-03-29 09:07:38.675,检测,"[119.64292907714844, 147.88323974609375, 450.2320556640625, 479.56005859375]",0.908,person
2025-03-29 09:07:38.720,检测,"[117.30412292480469, 147.42431640625, 450.00750732421875, 479.58160400390625]",0.916,person
2025-03-29 09:07:38.739,检测,"[117.30412292480469, 147.42431640625, 450.00750732421875, 479.58160400390625]",0.916,person
2025-03-29 09:07:38.784,检测,"[119.80477905273438, 147.2147979736328, 450.8515319824219, 479.68170166015625]",0.903,person
2025-03-29 09:07:38.802,检测,"[119.80477905273438, 147.2147979736328, 450.8515319824219, 479.68170166015625]",0.903,person
2025-03-29 09:07:38.866,检测,"[114.07659912109375, 146.65882873535156, 450.1915283203125, 479.5950927734375]",0.928,person
2025-03-29 09:07:38.885,检测,"[114.07659912109375, 146.65882873535156, 450.1915283203125, 479.5950927734375]",0.928,person
2025-03-29 09:07:38.927,检测,"[115.89234924316406, 147.2705078125, 449.64697265625, 479.6614990234375]",0.922,person
2025-03-29 09:07:38.945,检测,"[115.89234924316406, 147.2705078125, 449.64697265625, 479.6614990234375]",0.922,person
2025-03-29 09:07:38.992,检测,"[120.17889404296875, 147.36827087402344, 448.56793212890625, 479.587158203125]",0.913,person
2025-03-29 09:07:39.010,检测,"[120.17889404296875, 147.36827087402344, 448.56793212890625, 479.587158203125]",0.913,person
2025-03-29 09:07:39.056,检测,"[120.006591796875, 148.20166015625, 449.687255859375, 479.56988525390625]",0.918,person
2025-03-29 09:07:39.073,检测,"[120.006591796875, 148.20166015625, 449.687255859375, 479.56988525390625]",0.918,person
2025-03-29 09:07:39.119,检测,"[118.5208740234375, 148.21697998046875, 448.95489501953125, 479.54541015625]",0.919,person
2025-03-29 09:07:39.138,检测,"[118.5208740234375, 148.21697998046875, 448.95489501953125, 479.54541015625]",0.919,person
2025-03-29 09:07:39.182,检测,"[118.90283203125, 147.31869506835938, 448.5186767578125, 479.5672302246094]",0.918,person
2025-03-29 09:07:39.201,检测,"[118.90283203125, 147.31869506835938, 448.5186767578125, 479.5672302246094]",0.918,person
2025-03-29 09:07:39.264,检测,"[117.4893798828125, 147.8658447265625, 448.60882568359375, 479.554443359375]",0.92,person
2025-03-29 09:07:39.282,检测,"[117.4893798828125, 147.8658447265625, 448.60882568359375, 479.554443359375]",0.92,person
2025-03-29 09:07:39.313,报警,"[103.24765014648438, 146.46331787109375, 450.9027404785156, 479.55316162109375]",0.93,person
2025-03-29 09:07:39.330,检测,"[120.24259948730469, 147.96563720703125, 448.63641357421875, 479.5565185546875]",0.916,person
2025-03-29 09:07:39.347,检测,"[120.24259948730469, 147.96563720703125, 448.63641357421875, 479.5565185546875]",0.916,person
2025-03-29 09:07:39.392,检测,"[114.348876953125, 146.51080322265625, 448.97796630859375, 479.4090576171875]",0.93,person
2025-03-29 09:07:39.411,检测,"[114.348876953125, 146.51080322265625, 448.97796630859375, 479.4090576171875]",0.93,person
2025-03-29 09:07:39.456,检测,"[123.46926879882812, 147.4273681640625, 449.1423034667969, 479.6534423828125]",0.912,person
2025-03-29 09:07:39.475,检测,"[123.46926879882812, 147.4273681640625, 449.1423034667969, 479.6534423828125]",0.912,person
