时间,事件类型,边界框,置信度,目标类别
2025-04-07 15:22:07.444,检测,"[331.06488037109375, 346.667724609375, 543.260009765625, 493.65087890625]",0.866,car
2025-04-07 15:22:07.445,检测,"[627.4615478515625, 353.6234130859375, 807.2008056640625, 492.6912841796875]",0.839,car
2025-04-07 15:22:07.445,检测,"[585.8071899414062, 335.60748291015625, 664.8052368164062, 414.38323974609375]",0.621,car
2025-04-07 15:22:07.464,检测,"[330.9820556640625, 348.24444580078125, 542.7049560546875, 494.700927734375]",0.872,car
2025-04-07 15:22:07.465,检测,"[627.2896728515625, 355.74615478515625, 805.244873046875, 492.64739990234375]",0.839,car
2025-04-07 15:22:07.467,检测,"[585.5947265625, 336.0713806152344, 664.35205078125, 415.8381652832031]",0.665,car
2025-04-07 15:22:07.486,检测,"[330.640380859375, 348.92706298828125, 541.3121948242188, 495.00653076171875]",0.872,car
2025-04-07 15:22:07.486,检测,"[626.8776245117188, 356.64361572265625, 803.2301635742188, 488.98736572265625]",0.823,car
2025-04-07 15:22:07.487,检测,"[585.0701904296875, 337.076171875, 662.5670166015625, 416.218017578125]",0.685,car
2025-04-07 15:22:07.505,检测,"[327.35064697265625, 349.13232421875, 540.0805053710938, 494.906005859375]",0.872,car
2025-04-07 15:22:07.506,检测,"[626.6351318359375, 356.845947265625, 802.1380615234375, 489.080322265625]",0.835,car
2025-04-07 15:22:07.506,检测,"[583.2262573242188, 337.2669677734375, 661.5615844726562, 416.98297119140625]",0.684,car
2025-04-07 15:22:07.528,检测,"[323.83758544921875, 348.97320556640625, 537.9207763671875, 495.337158203125]",0.883,car
2025-04-07 15:22:07.528,检测,"[623.2349853515625, 356.593017578125, 800.4786376953125, 489.090087890625]",0.814,car
2025-04-07 15:22:07.529,检测,"[579.3740844726562, 336.84326171875, 659.8165893554688, 417.2420654296875]",0.588,car
2025-04-07 15:22:07.561,检测,"[324.033203125, 348.284423828125, 532.6112060546875, 494.4384765625]",0.888,car
2025-04-07 15:22:07.562,检测,"[618.5020751953125, 355.51373291015625, 796.3961181640625, 492.42059326171875]",0.835,car
2025-04-07 15:22:07.562,检测,"[576.0748291015625, 337.22222900390625, 655.5628662109375, 415.15594482421875]",0.503,car
2025-04-07 15:22:07.592,检测,"[316.39691162109375, 347.470458984375, 528.7586059570312, 492.85089111328125]",0.88,car
2025-04-07 15:22:07.592,检测,"[612.2069091796875, 353.91455078125, 792.4464111328125, 492.30450439453125]",0.817,car
2025-04-07 15:22:07.592,检测,"[570.637939453125, 336.33758544921875, 650.7464599609375, 415.17095947265625]",0.694,car
2025-04-07 15:22:07.621,检测,"[312.336181640625, 346.28216552734375, 523.0073852539062, 490.59844970703125]",0.853,car
2025-04-07 15:22:07.622,检测,"[608.383544921875, 352.1307373046875, 785.5185546875, 488.416015625]",0.809,car
2025-04-07 15:22:07.622,检测,"[566.81787109375, 335.40185546875, 646.6680908203125, 414.66357421875]",0.718,car
2025-04-07 15:22:07.648,检测,"[301.46893310546875, 343.48712158203125, 519.518310546875, 488.4205322265625]",0.882,car
2025-04-07 15:22:07.649,检测,"[605.2999267578125, 351.38421630859375, 779.85888671875, 486.02923583984375]",0.841,car
2025-04-07 15:22:07.649,检测,"[562.4505615234375, 332.4854736328125, 640.6253662109375, 411.532470703125]",0.653,car
2025-04-07 15:22:07.670,检测,"[598.876708984375, 349.3464050292969, 775.883056640625, 482.2702941894531]",0.853,car
2025-04-07 15:22:07.670,检测,"[302.2783203125, 340.5968017578125, 514.8072509765625, 486.1661376953125]",0.831,car
2025-04-07 15:22:07.671,检测,"[557.8428955078125, 330.623046875, 637.0810546875, 406.853271484375]",0.693,car
2025-04-07 15:22:07.697,检测,"[298.763916015625, 338.0536193847656, 512.5721435546875, 484.4927673339844]",0.874,car
2025-04-07 15:22:07.698,检测,"[597.5457763671875, 348.6761474609375, 774.3629150390625, 478.926513671875]",0.851,car
2025-04-07 15:22:07.699,检测,"[554.8900756835938, 328.34552001953125, 633.6456909179688, 404.74346923828125]",0.571,car
2025-04-07 15:22:07.721,检测,"[596.3514404296875, 347.06927490234375, 769.8197021484375, 475.23651123046875]",0.853,car
2025-04-07 15:22:07.722,检测,"[298.72308349609375, 335.7010498046875, 510.86553955078125, 483.152587890625]",0.849,car
2025-04-07 15:22:07.722,检测,"[552.7291259765625, 325.25433349609375, 629.6346435546875, 403.75616455078125]",0.608,car
2025-04-07 15:22:07.743,检测,"[295.98968505859375, 335.2600402832031, 508.08026123046875, 482.4919738769531]",0.874,car
2025-04-07 15:22:07.744,检测,"[594.1978759765625, 343.73291015625, 768.9136962890625, 475.2381591796875]",0.851,car
2025-04-07 15:22:07.744,检测,"[549.7088623046875, 323.8470458984375, 627.8167724609375, 403.0792236328125]",0.618,car
2025-04-07 15:22:07.762,检测,"[294.75994873046875, 335.3813781738281, 509.1322021484375, 482.2757263183594]",0.884,car
2025-04-07 15:22:07.763,检测,"[593.446533203125, 344.5213623046875, 767.413818359375, 473.6783447265625]",0.851,car
2025-04-07 15:22:07.763,检测,"[548.8438720703125, 324.44708251953125, 628.6470947265625, 404.84954833984375]",0.581,car
2025-04-07 15:22:07.780,检测,"[295.7401123046875, 336.041015625, 509.2298583984375, 483.22235107421875]",0.879,car
2025-04-07 15:22:07.781,检测,"[593.668701171875, 346.26837158203125, 767.104736328125, 473.3310546875]",0.867,car
2025-04-07 15:22:07.781,检测,"[548.7893676757812, 325.14813232421875, 628.0680541992188, 405.39337158203125]",0.606,car
2025-04-07 15:22:07.798,检测,"[296.50238037109375, 336.92303466796875, 509.21759033203125, 483.61810302734375]",0.866,car
2025-04-07 15:22:07.799,检测,"[594.7112426757812, 347.0093994140625, 768.7619018554688, 474.3460693359375]",0.863,car
2025-04-07 15:22:07.800,检测,"[549.142333984375, 326.395263671875, 629.306396484375, 406.54833984375]",0.617,car
2025-04-07 15:22:07.815,检测,"[296.03851318359375, 338.536376953125, 510.39703369140625, 484.76416015625]",0.881,car
2025-04-07 15:22:07.815,检测,"[594.7341918945312, 347.80743408203125, 769.7434692382812, 478.07012939453125]",0.857,car
2025-04-07 15:22:07.815,检测,"[551.0159301757812, 327.2843933105469, 629.4351196289062, 405.0386047363281]",0.611,car
2025-04-07 15:22:07.842,检测,"[596.2078857421875, 349.52227783203125, 771.3631591796875, 477.71380615234375]",0.86,car
2025-04-07 15:22:07.843,检测,"[298.4464111328125, 340.52105712890625, 510.8448486328125, 486.01507568359375]",0.845,car
2025-04-07 15:22:07.843,检测,"[552.0482177734375, 328.5108642578125, 630.8487548828125, 406.939208984375]",0.677,car
2025-04-07 15:22:07.872,检测,"[299.34735107421875, 341.43646240234375, 511.74114990234375, 487.6827392578125]",0.897,car
2025-04-07 15:22:07.873,检测,"[595.0306396484375, 349.33367919921875, 771.72998046875, 481.98443603515625]",0.856,car
2025-04-07 15:22:07.873,检测,"[553.2701416015625, 330.47576904296875, 632.214599609375, 408.79669189453125]",0.704,car
2025-04-07 15:22:07.907,检测,"[300.85784912109375, 342.6378173828125, 512.1846923828125, 488.68670654296875]",0.901,car
2025-04-07 15:22:07.907,检测,"[596.052490234375, 350.0846862792969, 773.3438720703125, 483.6155090332031]",0.849,car
2025-04-07 15:22:07.907,检测,"[554.000244140625, 331.26934814453125, 634.226318359375, 411.33782958984375]",0.704,car
2025-04-07 15:22:07.929,检测,"[299.5823974609375, 343.1180419921875, 512.775390625, 490.436767578125]",0.909,car
2025-04-07 15:22:07.929,检测,"[597.367919921875, 350.63165283203125, 774.656494140625, 488.52752685546875]",0.85,car
2025-04-07 15:22:07.930,检测,"[554.5682373046875, 331.7142333984375, 635.016845703125, 412.60504150390625]",0.709,car
2025-04-07 15:22:07.952,检测,"[301.15155029296875, 343.9246826171875, 513.2061767578125, 490.49755859375]",0.896,car
2025-04-07 15:22:07.953,检测,"[598.054931640625, 351.9239501953125, 776.344482421875, 486.0511474609375]",0.849,car
2025-04-07 15:22:07.953,检测,"[554.5584106445312, 333.0523376464844, 635.2185668945312, 413.1410217285156]",0.703,car
2025-04-07 15:22:07.974,检测,"[300.54669189453125, 344.39111328125, 512.7478637695312, 491.06085205078125]",0.892,car
2025-04-07 15:22:07.974,检测,"[597.7891845703125, 352.08154296875, 776.2486572265625, 486.0654296875]",0.848,car
2025-04-07 15:22:07.974,检测,"[554.4908447265625, 333.40057373046875, 634.6221923828125, 412.968017578125]",0.676,car
2025-04-07 15:22:07.994,检测,"[300.94610595703125, 344.56146240234375, 512.2230834960938, 490.41534423828125]",0.887,car
2025-04-07 15:22:07.994,检测,"[597.645263671875, 352.31219482421875, 775.548828125, 484.1485595703125]",0.851,car
2025-04-07 15:22:07.994,检测,"[554.5198364257812, 332.9892272949219, 635.8289184570312, 414.4728088378906]",0.665,car
2025-04-07 15:22:08.020,检测,"[300.27532958984375, 344.51605224609375, 512.2643432617188, 491.25250244140625]",0.893,car
2025-04-07 15:22:08.022,检测,"[596.6942138671875, 352.4968566894531, 775.5711669921875, 484.6999206542969]",0.856,car
2025-04-07 15:22:08.022,检测,"[553.882568359375, 333.8128662109375, 633.50830078125, 413.70263671875]",0.675,car
2025-04-07 15:22:08.048,检测,"[300.0283203125, 344.208251953125, 511.504638671875, 490.8858642578125]",0.896,car
2025-04-07 15:22:08.048,检测,"[596.0978393554688, 352.2479248046875, 774.3779907226562, 487.460205078125]",0.854,car
2025-04-07 15:22:08.048,检测,"[553.3097534179688, 333.95989990234375, 632.6674194335938, 413.8756103515625]",0.68,car
2025-04-07 15:22:08.064,检测,"[299.4647521972656, 344.55572509765625, 511.5009460449219, 490.63104248046875]",0.882,car
2025-04-07 15:22:08.065,检测,"[594.8255615234375, 351.62335205078125, 771.2940673828125, 486.14263916015625]",0.849,car
2025-04-07 15:22:08.065,检测,"[552.9498901367188, 333.977783203125, 632.2876586914062, 413.62506103515625]",0.726,car
2025-04-07 15:22:08.084,检测,"[298.45367431640625, 344.66766357421875, 510.81915283203125, 490.88214111328125]",0.884,car
2025-04-07 15:22:08.084,检测,"[594.669189453125, 351.6310729980469, 770.8046875, 485.9316711425781]",0.85,car
2025-04-07 15:22:08.085,检测,"[552.681884765625, 333.9140625, 632.0386962890625, 413.4830322265625]",0.716,car
2025-04-07 15:22:08.102,检测,"[296.47869873046875, 344.77606201171875, 510.47723388671875, 490.35888671875]",0.87,car
2025-04-07 15:22:08.102,检测,"[594.251708984375, 351.16845703125, 769.871826171875, 483.22015380859375]",0.852,car
2025-04-07 15:22:08.103,检测,"[551.9522705078125, 333.745849609375, 631.8509521484375, 413.6143798828125]",0.717,car
2025-04-07 15:22:08.122,检测,"[295.6763916015625, 344.708251953125, 509.788818359375, 489.94140625]",0.864,car
2025-04-07 15:22:08.123,检测,"[594.10888671875, 351.0454406738281, 769.68115234375, 483.1175842285156]",0.858,car
2025-04-07 15:22:08.124,检测,"[551.0, 332.959716796875, 631.011474609375, 413.6884765625]",0.702,car
2025-04-07 15:22:08.158,检测,"[295.1124267578125, 344.99884033203125, 508.97509765625, 490.57733154296875]",0.874,car
2025-04-07 15:22:08.159,检测,"[592.6812133789062, 351.32037353515625, 769.2562866210938, 482.71783447265625]",0.856,car
2025-04-07 15:22:08.159,检测,"[549.7966918945312, 333.58880615234375, 630.4707641601562, 414.03692626953125]",0.665,car
2025-04-07 15:22:08.180,检测,"[294.392578125, 345.00927734375, 508.2681884765625, 491.30517578125]",0.877,car
2025-04-07 15:22:08.180,检测,"[591.7679443359375, 351.2999267578125, 768.8541259765625, 484.56622314453125]",0.85,car
2025-04-07 15:22:08.180,检测,"[549.36865234375, 333.5587158203125, 629.0069580078125, 413.35693359375]",0.594,car
2025-04-07 15:22:08.202,检测,"[294.7288818359375, 344.87115478515625, 507.69482421875, 491.53472900390625]",0.888,car
2025-04-07 15:22:08.202,检测,"[591.3046875, 351.9659423828125, 768.52734375, 486.27197265625]",0.855,car
2025-04-07 15:22:08.202,检测,"[548.046142578125, 333.7154541015625, 628.2503662109375, 413.9017333984375]",0.609,car
2025-04-07 15:22:08.236,检测,"[291.0755615234375, 344.86676025390625, 506.5433349609375, 491.76507568359375]",0.875,car
2025-04-07 15:22:08.237,检测,"[590.4984741210938, 351.90472412109375, 768.3223266601562, 490.82415771484375]",0.843,car
2025-04-07 15:22:08.237,检测,"[547.8744506835938, 333.78192138671875, 626.8652954101562, 413.40118408203125]",0.583,car
2025-04-07 15:22:08.237,检测,"[772.557373046875, 357.6663818359375, 800.9613037109375, 432.292236328125]",0.522,person
2025-04-07 15:22:08.275,检测,"[294.1083984375, 344.25946044921875, 505.825927734375, 491.8262939453125]",0.889,car
2025-04-07 15:22:08.275,检测,"[590.7127685546875, 351.89532470703125, 768.3115234375, 489.91680908203125]",0.832,car
2025-04-07 15:22:08.276,检测,"[547.353515625, 333.83612060546875, 626.481201171875, 413.12750244140625]",0.592,car
2025-04-07 15:22:08.292,检测,"[590.67724609375, 351.97979736328125, 767.6357421875, 490.91082763671875]",0.84,car
2025-04-07 15:22:08.293,检测,"[276.61688232421875, 343.79718017578125, 497.47784423828125, 495.443359375]",0.816,car
2025-04-07 15:22:08.293,检测,"[770.99072265625, 355.6021728515625, 800.494384765625, 432.2513427734375]",0.552,person
2025-04-07 15:22:08.313,检测,"[591.206787109375, 351.65802001953125, 766.2685546875, 486.05816650390625]",0.836,car
2025-04-07 15:22:08.314,检测,"[258.3858642578125, 344.18280029296875, 491.5357666015625, 499.31365966796875]",0.832,car
2025-04-07 15:22:08.315,检测,"[543.9302978515625, 334.1170654296875, 623.1630859375, 413.5684814453125]",0.714,car
2025-04-07 15:22:08.315,检测,"[770.3831787109375, 355.38995361328125, 800.4962158203125, 432.42816162109375]",0.512,person
2025-04-07 15:22:08.348,检测,"[253.11622619628906, 343.1458740234375, 485.7110595703125, 504.93341064453125]",0.843,car
2025-04-07 15:22:08.348,检测,"[589.8092041015625, 352.13470458984375, 766.0487060546875, 488.87542724609375]",0.829,car
2025-04-07 15:22:08.349,检测,"[540.9708251953125, 334.48272705078125, 622.354736328125, 414.3675537109375]",0.753,car
2025-04-07 15:22:08.372,检测,"[232.95578002929688, 343.2283935546875, 482.0112609863281, 511.824951171875]",0.881,car
2025-04-07 15:22:08.372,检测,"[588.658203125, 351.57598876953125, 765.224365234375, 488.34466552734375]",0.813,car
2025-04-07 15:22:08.373,检测,"[539.4202270507812, 334.37725830078125, 622.0215454101562, 415.10357666015625]",0.717,car
2025-04-07 15:22:08.394,检测,"[218.35720825195312, 344.5504150390625, 473.7669372558594, 514.5338745117188]",0.891,car
2025-04-07 15:22:08.394,检测,"[589.2899780273438, 352.732421875, 765.5470581054688, 492.4229736328125]",0.817,car
2025-04-07 15:22:08.394,检测,"[538.21728515625, 335.04730224609375, 622.006591796875, 416.24139404296875]",0.678,car
2025-04-07 15:22:08.417,检测,"[217.2904052734375, 344.53460693359375, 470.84320068359375, 522.3193969726562]",0.93,car
2025-04-07 15:22:08.418,检测,"[588.4605102539062, 354.07745361328125, 765.2033081054688, 490.11126708984375]",0.83,car
2025-04-07 15:22:08.418,检测,"[537.1856689453125, 335.15771484375, 621.9124755859375, 418.4415283203125]",0.719,car
2025-04-07 15:22:08.439,检测,"[216.20599365234375, 343.97125244140625, 465.57952880859375, 527.7774658203125]",0.93,car
2025-04-07 15:22:08.439,检测,"[588.2442626953125, 354.0313720703125, 765.7420654296875, 489.986328125]",0.831,car
2025-04-07 15:22:08.440,检测,"[537.1411743164062, 336.2659912109375, 620.0410766601562, 419.9893798828125]",0.772,car
2025-04-07 15:22:08.468,检测,"[215.54525756835938, 343.26629638671875, 452.7384338378906, 534.581787109375]",0.935,car
2025-04-07 15:22:08.469,检测,"[589.2738037109375, 353.7393798828125, 766.0848388671875, 494.401123046875]",0.814,car
2025-04-07 15:22:08.469,检测,"[535.1828002929688, 336.23699951171875, 619.4712524414062, 419.98968505859375]",0.808,car
2025-04-07 15:22:08.487,检测,"[216.1251983642578, 343.300537109375, 443.76202392578125, 538.2535400390625]",0.922,car
2025-04-07 15:22:08.488,检测,"[589.6354370117188, 354.09161376953125, 765.7045288085938, 490.02655029296875]",0.818,car
2025-04-07 15:22:08.488,检测,"[532.8375244140625, 335.9739990234375, 618.8487548828125, 420.7440185546875]",0.805,car
2025-04-07 15:22:08.506,检测,"[216.43865966796875, 342.75994873046875, 439.98895263671875, 549.6820068359375]",0.911,car
2025-04-07 15:22:08.507,检测,"[590.13720703125, 355.4886474609375, 765.423583984375, 490.70477294921875]",0.835,car
2025-04-07 15:22:08.507,检测,"[531.342041015625, 335.13079833984375, 616.796142578125, 420.19586181640625]",0.718,car
2025-04-07 15:22:08.527,检测,"[590.1414794921875, 355.539794921875, 765.336181640625, 491.505126953125]",0.831,car
2025-04-07 15:22:08.527,检测,"[216.06381225585938, 342.37060546875, 426.1506652832031, 554.314697265625]",0.828,car
2025-04-07 15:22:08.528,检测,"[529.3053588867188, 334.5858154296875, 615.4750366210938, 420.2239990234375]",0.647,car
2025-04-07 15:22:08.546,检测,"[588.8577880859375, 355.39154052734375, 765.6221923828125, 492.17645263671875]",0.86,car
2025-04-07 15:22:08.547,检测,"[215.02635192871094, 340.757080078125, 408.3515625, 563.4802856445312]",0.811,car
2025-04-07 15:22:08.547,检测,"[527.0433349609375, 334.0971984863281, 615.8751220703125, 421.4595642089844]",0.617,car
2025-04-07 15:22:08.567,检测,"[213.59225463867188, 339.1207275390625, 407.7232971191406, 577.887451171875]",0.869,car
2025-04-07 15:22:08.568,检测,"[588.105224609375, 356.12823486328125, 765.437255859375, 492.9266357421875]",0.865,car
2025-04-07 15:22:08.569,检测,"[524.202880859375, 334.22015380859375, 613.741943359375, 421.22174072265625]",0.555,car
2025-04-07 15:22:08.604,检测,"[214.22894287109375, 337.4578857421875, 392.48345947265625, 583.9365234375]",0.89,car
2025-04-07 15:22:08.605,检测,"[587.289306640625, 355.1356201171875, 764.719970703125, 492.1048583984375]",0.862,car
2025-04-07 15:22:08.605,检测,"[521.0081787109375, 333.81353759765625, 612.5435791015625, 422.52960205078125]",0.692,car
2025-04-07 15:22:08.622,检测,"[585.9030151367188, 354.57257080078125, 763.9934692382812, 492.4859619140625]",0.856,car
2025-04-07 15:22:08.623,检测,"[212.431884765625, 337.73455810546875, 373.42523193359375, 587.1150512695312]",0.807,car
2025-04-07 15:22:08.623,检测,"[519.110595703125, 333.81048583984375, 611.1951904296875, 422.345703125]",0.665,car
2025-04-07 15:22:08.640,检测,"[584.1795654296875, 354.72076416015625, 763.0660400390625, 491.63531494140625]",0.857,car
2025-04-07 15:22:08.641,检测,"[210.60440063476562, 338.20281982421875, 365.0429382324219, 592.4139404296875]",0.712,car
2025-04-07 15:22:08.641,检测,"[514.15576171875, 333.56829833984375, 610.306640625, 421.59002685546875]",0.683,car
2025-04-07 15:22:08.641,检测,"[764.7006225585938, 359.64501953125, 796.4854125976562, 442.988037109375]",0.655,person
2025-04-07 15:22:08.662,检测,"[583.178466796875, 354.57598876953125, 760.859375, 491.75384521484375]",0.847,car
2025-04-07 15:22:08.663,检测,"[210.117919921875, 335.74078369140625, 351.09417724609375, 607.5064086914062]",0.84,car
2025-04-07 15:22:08.663,检测,"[511.69134521484375, 332.72332763671875, 608.8627319335938, 422.6270751953125]",0.792,car
2025-04-07 15:22:08.663,检测,"[763.0614013671875, 357.63043212890625, 795.878173828125, 442.66583251953125]",0.604,person
2025-04-07 15:22:08.694,检测,"[212.06716918945312, 333.2799072265625, 326.2953186035156, 592.2839965820312]",0.868,car
2025-04-07 15:22:08.695,检测,"[581.1741943359375, 353.2252197265625, 757.8980712890625, 489.6983642578125]",0.808,car
2025-04-07 15:22:08.695,检测,"[507.15576171875, 329.7642822265625, 608.2843017578125, 422.6839599609375]",0.793,car
2025-04-07 15:22:08.696,检测,"[760.9395751953125, 356.87811279296875, 794.2701416015625, 441.25518798828125]",0.604,person
2025-04-07 15:22:08.713,检测,"[579.191162109375, 354.01861572265625, 756.584228515625, 488.88787841796875]",0.794,car
2025-04-07 15:22:08.713,检测,"[211.4287109375, 333.5447998046875, 301.42950439453125, 599.6139526367188]",0.779,car
2025-04-07 15:22:08.714,检测,"[759.3951416015625, 356.7105407714844, 793.3194580078125, 442.6293029785156]",0.677,person
2025-04-07 15:22:08.714,检测,"[504.64093017578125, 329.805419921875, 605.7796020507812, 422.98486328125]",0.65,car
2025-04-07 15:22:08.743,检测,"[208.085205078125, 354.68194580078125, 298.3646240234375, 599.1517944335938]",0.832,car
2025-04-07 15:22:08.745,检测,"[577.5264282226562, 353.44647216796875, 756.4369506835938, 491.78253173828125]",0.797,car
2025-04-07 15:22:08.745,检测,"[503.09735107421875, 330.491455078125, 599.8609008789062, 423.88330078125]",0.731,car
2025-04-07 15:22:08.745,检测,"[754.376220703125, 355.9720153808594, 792.56298828125, 444.4900817871094]",0.725,person
2025-04-07 15:22:08.769,检测,"[577.001708984375, 354.1688232421875, 757.4412841796875, 490.7303466796875]",0.767,car
2025-04-07 15:22:08.771,检测,"[208.91220092773438, 399.05364990234375, 263.4246520996094, 608.7659301757812]",0.757,car
2025-04-07 15:22:08.771,检测,"[499.7386474609375, 330.515380859375, 597.3863525390625, 424.5787353515625]",0.703,car
2025-04-07 15:22:08.771,检测,"[752.6732177734375, 356.0767822265625, 792.4884033203125, 446.48663330078125]",0.7,person
2025-04-07 15:22:08.804,检测,"[576.9703369140625, 354.77398681640625, 754.3094482421875, 490.58074951171875]",0.787,car
2025-04-07 15:22:08.805,检测,"[497.5693054199219, 330.9136657714844, 595.90966796875, 425.0434875488281]",0.716,car
2025-04-07 15:22:08.805,检测,"[751.0135498046875, 357.28472900390625, 792.327880859375, 446.8656005859375]",0.655,person
2025-04-07 15:22:08.835,检测,"[576.3621826171875, 355.7744140625, 755.685302734375, 489.849365234375]",0.781,car
2025-04-07 15:22:08.835,检测,"[495.2457580566406, 330.3246765136719, 595.4259033203125, 425.0961608886719]",0.763,car
2025-04-07 15:22:08.837,检测,"[750.5753173828125, 356.59356689453125, 793.3721923828125, 446.74151611328125]",0.645,person
2025-04-07 15:22:08.865,检测,"[575.4491577148438, 355.07305908203125, 749.1790161132812, 489.89776611328125]",0.832,car
2025-04-07 15:22:08.866,检测,"[492.43719482421875, 329.420654296875, 594.0404663085938, 426.0321044921875]",0.656,car
2025-04-07 15:22:08.866,检测,"[748.6304931640625, 358.4967041015625, 790.6514892578125, 446.8555908203125]",0.57,person
2025-04-07 15:22:08.889,检测,"[572.7282104492188, 353.5849609375, 749.9395141601562, 492.7677001953125]",0.841,car
2025-04-07 15:22:08.889,检测,"[488.8919677734375, 328.72637939453125, 594.0308837890625, 426.14300537109375]",0.616,car
2025-04-07 15:22:08.890,检测,"[745.8463134765625, 358.99383544921875, 789.403076171875, 447.26055908203125]",0.551,person
2025-04-07 15:22:08.914,检测,"[570.0223999023438, 353.4677734375, 751.8790893554688, 494.98248291015625]",0.746,car
2025-04-07 15:22:08.915,检测,"[485.6899719238281, 332.4060974121094, 587.03564453125, 425.4733581542969]",0.738,car
2025-04-07 15:22:08.933,检测,"[479.9318542480469, 330.45379638671875, 581.806640625, 425.50762939453125]",0.731,car
2025-04-07 15:22:08.933,检测,"[566.749755859375, 353.25341796875, 747.87548828125, 492.78515625]",0.724,car
2025-04-07 15:22:08.954,检测,"[474.867431640625, 328.48095703125, 579.4144287109375, 425.7169189453125]",0.747,car
2025-04-07 15:22:08.955,检测,"[583.4344482421875, 353.68890380859375, 743.8775634765625, 480.80645751953125]",0.637,car
2025-04-07 15:22:08.976,检测,"[471.41180419921875, 327.92919921875, 576.7478637695312, 427.3079833984375]",0.668,car
2025-04-07 15:22:08.976,检测,"[576.3514404296875, 353.9696960449219, 740.7015380859375, 484.2272033691406]",0.587,car
2025-04-07 15:22:08.997,检测,"[467.27508544921875, 327.989501953125, 574.4629516601562, 427.393798828125]",0.6,car
2025-04-07 15:22:08.997,检测,"[578.2796630859375, 353.28485107421875, 737.9276123046875, 484.06658935546875]",0.542,car
2025-04-07 15:22:09.016,检测,"[574.84814453125, 351.5321044921875, 734.689697265625, 480.4637451171875]",0.646,car
2025-04-07 15:22:09.018,检测,"[464.3143310546875, 325.74835205078125, 570.579833984375, 426.13641357421875]",0.61,car
2025-04-07 15:22:09.038,检测,"[581.1341552734375, 350.659912109375, 731.8038330078125, 478.69482421875]",0.759,car
2025-04-07 15:22:09.039,检测,"[458.24334716796875, 324.3819274902344, 567.7532348632812, 425.7818908691406]",0.714,car
