时间,事件类型,边界框,置信度,目标类别
2025-03-25 15:46:31.797,检测,"[145.418701171875, 44.18153381347656, 638.6527709960938, 480.0]",0.879,person
2025-03-25 15:46:31.856,检测,"[145.52593994140625, 43.879638671875, 638.614013671875, 480.0]",0.885,person
2025-03-25 15:46:31.885,检测,"[145.52593994140625, 43.879638671875, 638.614013671875, 480.0]",0.885,person
2025-03-25 15:46:31.917,检测,"[145.36651611328125, 43.13658142089844, 638.9249877929688, 480.0]",0.893,person
2025-03-25 15:46:31.944,检测,"[145.36651611328125, 43.13658142089844, 638.9249877929688, 480.0]",0.893,person
2025-03-25 15:46:31.981,检测,"[145.4810791015625, 42.42707824707031, 638.6159057617188, 480.0]",0.861,person
2025-03-25 15:46:32.009,检测,"[145.4810791015625, 42.42707824707031, 638.6159057617188, 480.0]",0.861,person
2025-03-25 15:46:32.045,检测,"[146.36334228515625, 41.29804992675781, 639.0016479492188, 480.0]",0.862,person
2025-03-25 15:46:32.077,检测,"[146.36334228515625, 41.29804992675781, 639.0016479492188, 480.0]",0.862,person
2025-03-25 15:46:32.110,检测,"[146.05628967285156, 42.74609375, 638.746826171875, 480.0]",0.872,person
2025-03-25 15:46:32.140,检测,"[146.05628967285156, 42.74609375, 638.746826171875, 480.0]",0.872,person
2025-03-25 15:46:32.166,检测,"[145.45697021484375, 42.382537841796875, 638.726806640625, 480.0]",0.867,person
2025-03-25 15:46:32.193,检测,"[145.45697021484375, 42.382537841796875, 638.726806640625, 480.0]",0.867,person
2025-03-25 15:46:32.254,检测,"[146.092041015625, 43.17315673828125, 638.7640991210938, 480.0]",0.861,person
2025-03-25 15:46:32.283,检测,"[146.092041015625, 43.17315673828125, 638.7640991210938, 480.0]",0.861,person
2025-03-25 15:46:32.319,检测,"[146.8974609375, 42.950714111328125, 638.7958984375, 480.0]",0.878,person
2025-03-25 15:46:32.348,检测,"[146.8974609375, 42.950714111328125, 638.7958984375, 480.0]",0.878,person
2025-03-25 15:46:32.381,检测,"[146.78167724609375, 43.08210754394531, 638.7054443359375, 480.0]",0.893,person
2025-03-25 15:46:32.409,检测,"[146.78167724609375, 43.08210754394531, 638.7054443359375, 480.0]",0.893,person
2025-03-25 15:46:32.469,检测,"[147.33050537109375, 40.37675476074219, 638.355712890625, 480.0]",0.886,person
2025-03-25 15:46:32.477,检测,"[147.33050537109375, 40.37675476074219, 638.355712890625, 480.0]",0.886,person
2025-03-25 16:33:15.646,检测,"[118.60841369628906, 67.07514953613281, 493.856201171875, 480.0]",0.895,person
2025-03-25 16:33:15.710,检测,"[132.82574462890625, 77.78144836425781, 481.59246826171875, 480.0]",0.887,person
2025-03-25 16:33:15.711,检测,"[132.82574462890625, 77.78144836425781, 481.59246826171875, 480.0]",0.887,person
2025-03-25 16:33:15.712,检测,"[132.82574462890625, 77.78144836425781, 481.59246826171875, 480.0]",0.887,person
2025-03-25 16:33:15.729,检测,"[133.42283630371094, 76.4066162109375, 480.9990234375, 479.68389892578125]",0.897,person
2025-03-25 16:33:15.750,检测,"[133.42283630371094, 76.4066162109375, 480.9990234375, 479.68389892578125]",0.897,person
2025-03-25 16:33:15.769,检测,"[133.42283630371094, 76.4066162109375, 480.9990234375, 479.68389892578125]",0.897,person
2025-03-25 16:33:15.817,检测,"[134.03598022460938, 75.36054992675781, 483.4208679199219, 479.49114990234375]",0.871,person
2025-03-25 16:33:15.836,检测,"[134.03598022460938, 75.36054992675781, 483.4208679199219, 479.49114990234375]",0.871,person
2025-03-25 16:33:15.855,检测,"[134.03598022460938, 75.36054992675781, 483.4208679199219, 479.49114990234375]",0.871,person
2025-03-25 16:33:15.912,检测,"[135.6494140625, 69.63800048828125, 489.8087158203125, 479.34112548828125]",0.872,person
2025-03-25 16:33:15.930,检测,"[135.6494140625, 69.63800048828125, 489.8087158203125, 479.34112548828125]",0.872,person
2025-03-25 16:33:15.949,检测,"[135.6494140625, 69.63800048828125, 489.8087158203125, 479.34112548828125]",0.872,person
2025-03-25 16:33:16.007,检测,"[137.81973266601562, 67.84739685058594, 496.5895690917969, 479.8651123046875]",0.893,person
2025-03-25 16:33:16.026,检测,"[137.81973266601562, 67.84739685058594, 496.5895690917969, 479.8651123046875]",0.893,person
2025-03-25 16:33:16.043,检测,"[137.81973266601562, 67.84739685058594, 496.5895690917969, 479.8651123046875]",0.893,person
2025-03-25 16:33:16.119,检测,"[140.88182067871094, 64.15481567382812, 502.7791748046875, 480.0]",0.893,person
2025-03-25 16:33:16.138,检测,"[140.88182067871094, 64.15481567382812, 502.7791748046875, 480.0]",0.893,person
2025-03-25 16:33:16.158,检测,"[140.88182067871094, 64.15481567382812, 502.7791748046875, 480.0]",0.893,person
2025-03-25 16:33:16.217,检测,"[143.9099578857422, 58.423431396484375, 510.57818603515625, 480.0]",0.888,person
2025-03-25 16:33:16.235,检测,"[143.9099578857422, 58.423431396484375, 510.57818603515625, 480.0]",0.888,person
2025-03-25 16:33:16.252,检测,"[143.9099578857422, 58.423431396484375, 510.57818603515625, 480.0]",0.888,person
2025-03-25 16:33:16.310,检测,"[144.1451416015625, 54.9788818359375, 519.4647827148438, 479.75372314453125]",0.888,person
2025-03-25 16:33:16.328,检测,"[144.1451416015625, 54.9788818359375, 519.4647827148438, 479.75372314453125]",0.888,person
2025-03-25 16:33:16.347,检测,"[144.1451416015625, 54.9788818359375, 519.4647827148438, 479.75372314453125]",0.888,person
2025-03-25 16:33:16.408,检测,"[145.16107177734375, 54.75099182128906, 523.2831420898438, 479.90087890625]",0.886,person
2025-03-25 16:33:16.426,检测,"[145.16107177734375, 54.75099182128906, 523.2831420898438, 479.90087890625]",0.886,person
2025-03-25 16:33:16.443,检测,"[145.16107177734375, 54.75099182128906, 523.2831420898438, 479.90087890625]",0.886,person
2025-03-25 16:33:16.520,检测,"[145.4033203125, 53.07377624511719, 522.191162109375, 479.63995361328125]",0.881,person
2025-03-25 16:33:16.540,检测,"[145.4033203125, 53.07377624511719, 522.191162109375, 479.63995361328125]",0.881,person
2025-03-25 16:33:16.560,检测,"[145.4033203125, 53.07377624511719, 522.191162109375, 479.63995361328125]",0.881,person
2025-03-25 16:33:16.616,检测,"[145.83164978027344, 54.744415283203125, 526.9534912109375, 479.6025085449219]",0.884,person
2025-03-25 16:33:16.636,检测,"[145.83164978027344, 54.744415283203125, 526.9534912109375, 479.6025085449219]",0.884,person
2025-03-25 16:33:16.653,检测,"[145.83164978027344, 54.744415283203125, 526.9534912109375, 479.6025085449219]",0.884,person
2025-03-25 16:33:16.710,检测,"[147.43682861328125, 52.78392028808594, 524.137939453125, 479.656494140625]",0.89,person
2025-03-25 16:33:16.726,检测,"[147.43682861328125, 52.78392028808594, 524.137939453125, 479.656494140625]",0.89,person
2025-03-25 16:33:16.743,检测,"[147.43682861328125, 52.78392028808594, 524.137939453125, 479.656494140625]",0.89,person
2025-03-25 16:33:16.811,检测,"[146.98956298828125, 52.05731201171875, 524.1202392578125, 479.63531494140625]",0.889,person
2025-03-25 16:33:16.830,检测,"[146.98956298828125, 52.05731201171875, 524.1202392578125, 479.63531494140625]",0.889,person
2025-03-25 16:33:16.850,检测,"[146.98956298828125, 52.05731201171875, 524.1202392578125, 479.63531494140625]",0.889,person
2025-03-25 16:33:16.921,检测,"[147.6641845703125, 56.00752258300781, 524.921142578125, 479.60638427734375]",0.89,person
2025-03-25 16:33:16.938,检测,"[147.6641845703125, 56.00752258300781, 524.921142578125, 479.60638427734375]",0.89,person
2025-03-25 16:33:17.022,检测,"[148.93304443359375, 57.0001220703125, 522.6978149414062, 479.67822265625]",0.884,person
2025-03-25 16:33:17.041,检测,"[148.93304443359375, 57.0001220703125, 522.6978149414062, 479.67822265625]",0.884,person
2025-03-25 16:33:17.062,检测,"[148.93304443359375, 57.0001220703125, 522.6978149414062, 479.67822265625]",0.884,person
2025-03-25 16:33:17.079,检测,"[148.93304443359375, 57.0001220703125, 522.6978149414062, 479.67822265625]",0.884,person
2025-03-25 16:33:17.112,检测,"[149.1107177734375, 56.28462219238281, 519.6072998046875, 479.63629150390625]",0.885,person
2025-03-25 16:33:17.129,检测,"[149.1107177734375, 56.28462219238281, 519.6072998046875, 479.63629150390625]",0.885,person
2025-03-25 16:33:17.146,检测,"[149.1107177734375, 56.28462219238281, 519.6072998046875, 479.63629150390625]",0.885,person
2025-03-25 16:33:17.206,检测,"[149.92909240722656, 57.54498291015625, 518.721923828125, 479.6680908203125]",0.895,person
2025-03-25 16:33:17.223,检测,"[149.92909240722656, 57.54498291015625, 518.721923828125, 479.6680908203125]",0.895,person
2025-03-25 16:33:17.242,检测,"[149.92909240722656, 57.54498291015625, 518.721923828125, 479.6680908203125]",0.895,person
2025-03-25 16:33:17.274,检测,"[149.43609619140625, 57.19792175292969, 518.8331909179688, 479.65509033203125]",0.892,person
2025-03-25 16:33:17.292,检测,"[149.43609619140625, 57.19792175292969, 518.8331909179688, 479.65509033203125]",0.892,person
2025-03-25 16:33:17.352,检测,"[150.572021484375, 55.51652526855469, 520.3663330078125, 479.58416748046875]",0.895,person
2025-03-25 16:33:17.369,检测,"[150.572021484375, 55.51652526855469, 520.3663330078125, 479.58416748046875]",0.895,person
2025-03-25 16:33:17.417,检测,"[149.7108612060547, 55.17741394042969, 517.7067260742188, 479.53143310546875]",0.902,person
2025-03-25 16:33:17.434,检测,"[149.7108612060547, 55.17741394042969, 517.7067260742188, 479.53143310546875]",0.902,person
2025-03-25 16:33:17.481,检测,"[151.37611389160156, 57.09226989746094, 519.9256591796875, 479.6751708984375]",0.907,person
2025-03-25 16:33:17.500,检测,"[151.37611389160156, 57.09226989746094, 519.9256591796875, 479.6751708984375]",0.907,person
2025-03-25 16:33:17.544,检测,"[150.8978271484375, 57.75892639160156, 520.4400634765625, 479.70751953125]",0.903,person
2025-03-25 16:33:17.563,检测,"[150.8978271484375, 57.75892639160156, 520.4400634765625, 479.70751953125]",0.903,person
2025-03-25 16:33:17.611,报警,"[118.60841369628906, 67.07514953613281, 493.856201171875, 480.0]",0.895,person
2025-03-25 16:33:17.612,检测,"[149.8223876953125, 58.50260925292969, 520.2020874023438, 479.92535400390625]",0.904,person
2025-03-25 16:33:17.630,检测,"[149.8223876953125, 58.50260925292969, 520.2020874023438, 479.92535400390625]",0.904,person
2025-03-25 16:33:17.675,检测,"[150.4278564453125, 56.89006042480469, 520.3282470703125, 479.68658447265625]",0.894,person
2025-03-25 16:33:17.694,检测,"[150.4278564453125, 56.89006042480469, 520.3282470703125, 479.68658447265625]",0.894,person
2025-03-25 16:33:17.756,检测,"[149.98741149902344, 58.825775146484375, 520.39013671875, 480.0]",0.9,person
2025-03-25 16:33:17.775,检测,"[149.98741149902344, 58.825775146484375, 520.39013671875, 480.0]",0.9,person
2025-03-25 16:33:17.820,检测,"[150.0804901123047, 58.04864501953125, 521.4024047851562, 480.0]",0.909,person
2025-03-25 16:33:17.840,检测,"[150.0804901123047, 58.04864501953125, 521.4024047851562, 480.0]",0.909,person
2025-03-25 16:33:17.883,检测,"[149.2244873046875, 56.87638854980469, 519.8189697265625, 479.65264892578125]",0.907,person
2025-03-25 16:33:17.902,检测,"[149.2244873046875, 56.87638854980469, 519.8189697265625, 479.65264892578125]",0.907,person
2025-03-25 16:33:17.946,检测,"[150.453369140625, 57.81233215332031, 520.51904296875, 479.95941162109375]",0.909,person
2025-03-25 16:33:17.963,检测,"[150.453369140625, 57.81233215332031, 520.51904296875, 479.95941162109375]",0.909,person
2025-03-25 16:33:18.010,检测,"[150.20445251464844, 58.02976989746094, 518.8614501953125, 479.707763671875]",0.898,person
2025-03-25 16:33:18.027,检测,"[150.20445251464844, 58.02976989746094, 518.8614501953125, 479.707763671875]",0.898,person
2025-03-25 16:33:18.076,检测,"[150.25364685058594, 59.01263427734375, 519.694580078125, 480.0]",0.898,person
2025-03-25 16:33:18.094,检测,"[150.25364685058594, 59.01263427734375, 519.694580078125, 480.0]",0.898,person
2025-03-25 16:33:18.155,检测,"[149.94464111328125, 59.703155517578125, 520.2293701171875, 480.0]",0.898,person
2025-03-25 16:33:18.215,检测,"[149.91571044921875, 58.046630859375, 519.5386962890625, 479.89068603515625]",0.907,person
2025-03-25 16:33:18.232,检测,"[149.91571044921875, 58.046630859375, 519.5386962890625, 479.89068603515625]",0.907,person
2025-03-25 16:33:18.250,检测,"[149.91571044921875, 58.046630859375, 519.5386962890625, 479.89068603515625]",0.907,person
2025-03-25 16:33:18.280,检测,"[150.0721435546875, 59.77549743652344, 519.2584228515625, 479.9749755859375]",0.909,person
2025-03-25 16:33:18.300,检测,"[150.0721435546875, 59.77549743652344, 519.2584228515625, 479.9749755859375]",0.909,person
2025-03-25 16:33:18.346,检测,"[149.368408203125, 59.5880126953125, 519.2772216796875, 480.0]",0.9,person
2025-03-25 16:33:18.364,检测,"[149.368408203125, 59.5880126953125, 519.2772216796875, 480.0]",0.9,person
2025-03-25 16:33:18.410,检测,"[149.0093536376953, 60.43266296386719, 519.7857055664062, 480.0]",0.901,person
2025-03-25 16:33:18.429,检测,"[149.0093536376953, 60.43266296386719, 519.7857055664062, 480.0]",0.901,person
2025-03-25 16:33:18.470,检测,"[150.5548095703125, 61.41180419921875, 519.1699829101562, 480.0]",0.909,person
2025-03-25 16:33:18.490,检测,"[150.5548095703125, 61.41180419921875, 519.1699829101562, 480.0]",0.909,person
2025-03-25 16:33:18.537,检测,"[150.0003662109375, 61.687255859375, 518.5180053710938, 480.0]",0.901,person
2025-03-25 16:33:18.647,检测,"[149.70416259765625, 61.09193420410156, 518.8472900390625, 480.0]",0.903,person
2025-03-25 16:33:18.665,检测,"[149.70416259765625, 61.09193420410156, 518.8472900390625, 480.0]",0.903,person
2025-03-25 16:33:18.684,检测,"[149.70416259765625, 61.09193420410156, 518.8472900390625, 480.0]",0.903,person
2025-03-25 16:33:18.705,检测,"[149.70416259765625, 61.09193420410156, 518.8472900390625, 480.0]",0.903,person
2025-03-25 16:33:18.742,检测,"[149.24627685546875, 61.73130798339844, 519.8297119140625, 480.0]",0.894,person
2025-03-25 16:33:18.760,检测,"[149.24627685546875, 61.73130798339844, 519.8297119140625, 480.0]",0.894,person
2025-03-25 16:33:18.779,检测,"[149.24627685546875, 61.73130798339844, 519.8297119140625, 480.0]",0.894,person
2025-03-25 16:33:18.839,检测,"[149.19793701171875, 61.65301513671875, 519.7063598632812, 480.0]",0.904,person
2025-03-25 16:33:18.856,检测,"[149.19793701171875, 61.65301513671875, 519.7063598632812, 480.0]",0.904,person
2025-03-25 16:33:18.876,检测,"[149.19793701171875, 61.65301513671875, 519.7063598632812, 480.0]",0.904,person
2025-03-25 16:33:18.939,检测,"[149.59259033203125, 57.93333435058594, 520.14111328125, 479.6417236328125]",0.903,person
2025-03-25 16:33:18.956,检测,"[149.59259033203125, 57.93333435058594, 520.14111328125, 479.6417236328125]",0.903,person
2025-03-25 16:33:19.046,检测,"[149.9981689453125, 61.24803161621094, 519.4747314453125, 479.6749267578125]",0.903,person
2025-03-25 16:33:19.065,检测,"[149.9981689453125, 61.24803161621094, 519.4747314453125, 479.6749267578125]",0.903,person
2025-03-25 16:33:19.084,检测,"[149.9981689453125, 61.24803161621094, 519.4747314453125, 479.6749267578125]",0.903,person
2025-03-25 16:33:19.103,检测,"[149.9981689453125, 61.24803161621094, 519.4747314453125, 479.6749267578125]",0.903,person
2025-03-25 16:33:19.144,检测,"[150.44903564453125, 61.021728515625, 519.4839477539062, 480.0]",0.907,person
2025-03-25 16:33:19.165,检测,"[150.44903564453125, 61.021728515625, 519.4839477539062, 480.0]",0.907,person
2025-03-25 16:33:19.182,检测,"[150.44903564453125, 61.021728515625, 519.4839477539062, 480.0]",0.907,person
2025-03-25 16:33:19.239,检测,"[149.52178955078125, 60.602142333984375, 519.971923828125, 479.6609802246094]",0.898,person
2025-03-25 16:33:19.259,检测,"[149.52178955078125, 60.602142333984375, 519.971923828125, 479.6609802246094]",0.898,person
2025-03-25 16:33:19.277,检测,"[149.52178955078125, 60.602142333984375, 519.971923828125, 479.6609802246094]",0.898,person
2025-03-25 16:33:19.340,检测,"[150.44683837890625, 58.09101867675781, 519.8870239257812, 479.63812255859375]",0.899,person
2025-03-25 16:33:19.360,检测,"[150.44683837890625, 58.09101867675781, 519.8870239257812, 479.63812255859375]",0.899,person
2025-03-25 16:33:19.446,检测,"[150.05401611328125, 60.14714050292969, 519.8069458007812, 479.60968017578125]",0.899,person
2025-03-25 16:33:19.464,检测,"[150.05401611328125, 60.14714050292969, 519.8069458007812, 479.60968017578125]",0.899,person
2025-03-25 16:33:19.481,检测,"[150.05401611328125, 60.14714050292969, 519.8069458007812, 479.60968017578125]",0.899,person
2025-03-25 16:33:19.501,检测,"[150.05401611328125, 60.14714050292969, 519.8069458007812, 479.60968017578125]",0.899,person
2025-03-25 16:33:19.544,检测,"[151.04046630859375, 59.60791015625, 519.3011474609375, 479.58111572265625]",0.906,person
2025-03-25 16:33:19.562,检测,"[151.04046630859375, 59.60791015625, 519.3011474609375, 479.58111572265625]",0.906,person
2025-03-25 16:33:19.580,检测,"[151.04046630859375, 59.60791015625, 519.3011474609375, 479.58111572265625]",0.906,person
2025-03-25 16:33:19.640,检测,"[150.91477966308594, 60.31727600097656, 519.8861083984375, 479.6168212890625]",0.907,person
2025-03-25 16:33:19.656,检测,"[150.91477966308594, 60.31727600097656, 519.8861083984375, 479.6168212890625]",0.907,person
2025-03-25 16:33:19.673,检测,"[150.91477966308594, 60.31727600097656, 519.8861083984375, 479.6168212890625]",0.907,person
2025-03-25 16:33:19.737,检测,"[150.8974609375, 59.58880615234375, 519.7491455078125, 479.5740966796875]",0.903,person
2025-03-25 16:33:19.756,检测,"[150.8974609375, 59.58880615234375, 519.7491455078125, 479.5740966796875]",0.903,person
2025-03-25 16:33:19.845,检测,"[150.4156494140625, 59.50834655761719, 520.06201171875, 479.59808349609375]",0.899,person
2025-03-25 16:33:19.865,检测,"[150.4156494140625, 59.50834655761719, 520.06201171875, 479.59808349609375]",0.899,person
2025-03-25 16:33:19.882,检测,"[150.4156494140625, 59.50834655761719, 520.06201171875, 479.59808349609375]",0.899,person
2025-03-25 16:33:19.899,检测,"[150.4156494140625, 59.50834655761719, 520.06201171875, 479.59808349609375]",0.899,person
2025-03-25 16:33:19.943,检测,"[150.1043701171875, 61.48286437988281, 519.8968505859375, 479.50555419921875]",0.901,person
2025-03-25 16:33:19.971,检测,"[150.1043701171875, 61.48286437988281, 519.8968505859375, 479.50555419921875]",0.901,person
