时间,事件类型,边界框,置信度,目标类别
2025-03-26 10:32:19.740,检测,"[174.13446044921875, 110.09867858886719, 638.009033203125, 479.18048095703125]",0.895,person
2025-03-26 10:32:19.773,检测,"[171.2744140625, 110.23040771484375, 637.8377685546875, 479.17645263671875]",0.903,person
2025-03-26 10:32:19.803,检测,"[171.8782958984375, 110.35177612304688, 637.5977783203125, 479.2145690917969]",0.897,person
2025-03-26 10:32:19.836,检测,"[169.21630859375, 108.8089599609375, 637.559326171875, 479.173828125]",0.881,person
2025-03-26 10:32:19.870,检测,"[168.00762939453125, 108.39825439453125, 637.5758666992188, 479.07012939453125]",0.89,person
2025-03-26 10:32:19.900,检测,"[169.65338134765625, 107.09384155273438, 637.9435424804688, 479.1664733886719]",0.89,person
2025-03-26 10:32:19.933,检测,"[172.51251220703125, 107.2330322265625, 637.693115234375, 479.13067626953125]",0.895,person
2025-03-26 10:32:19.965,检测,"[171.36749267578125, 107.23536682128906, 637.7835693359375, 479.2020263671875]",0.897,person
2025-03-26 10:32:19.996,检测,"[167.92442321777344, 106.98759460449219, 637.640869140625, 479.12152099609375]",0.887,person
2025-03-26 10:32:20.045,检测,"[169.177490234375, 106.16241455078125, 638.3157348632812, 479.060791015625]",0.904,person
2025-03-26 10:32:20.075,检测,"[171.47796630859375, 107.56512451171875, 638.0411987304688, 479.1058349609375]",0.903,person
2025-03-26 10:32:20.108,检测,"[169.45677185058594, 108.8486328125, 638.00537109375, 479.16632080078125]",0.905,person
2025-03-26 10:32:20.140,检测,"[169.168701171875, 108.74850463867188, 637.8232421875, 479.2162170410156]",0.901,person
2025-03-26 10:32:20.163,报警,"[139.00115966796875, 114.09307861328125, 567.742431640625, 479.31671142578125]",0.893,person
2025-03-26 10:32:20.173,检测,"[170.15924072265625, 109.79524230957031, 637.676513671875, 479.27899169921875]",0.898,person
2025-03-26 10:32:20.205,检测,"[167.5089111328125, 110.18746948242188, 637.716552734375, 479.2507629394531]",0.895,person
2025-03-26 10:32:20.237,检测,"[168.17852783203125, 109.86505126953125, 638.0028076171875, 479.161376953125]",0.897,person
2025-03-26 10:32:20.270,检测,"[167.12635803222656, 110.066162109375, 637.95654296875, 479.167236328125]",0.886,person
2025-03-26 10:32:20.301,检测,"[170.45269775390625, 108.8240966796875, 637.9935302734375, 479.2230224609375]",0.899,person
2025-03-26 10:32:20.332,检测,"[171.43992614746094, 108.34344482421875, 637.8658447265625, 479.20355224609375]",0.9,person
2025-03-26 10:32:20.364,检测,"[170.476806640625, 107.70001220703125, 637.972412109375, 479.15985107421875]",0.896,person
2025-03-26 10:32:20.397,检测,"[171.5322265625, 107.2567138671875, 637.8426513671875, 479.12872314453125]",0.886,person
2025-03-26 10:32:20.444,检测,"[169.73316955566406, 108.27081298828125, 638.2457275390625, 479.1395263671875]",0.897,person
2025-03-26 10:32:20.476,检测,"[168.62493896484375, 106.74928283691406, 637.958251953125, 479.2354736328125]",0.901,person
2025-03-26 10:32:20.507,检测,"[170.58489990234375, 107.55975341796875, 638.0255126953125, 479.1585693359375]",0.896,person
2025-03-26 10:32:20.539,检测,"[171.72772216796875, 107.9075927734375, 638.0565795898438, 479.106689453125]",0.899,person
2025-03-26 10:32:20.572,检测,"[171.89154052734375, 107.48916625976562, 637.96484375, 479.2089538574219]",0.901,person
2025-03-26 10:32:20.604,检测,"[170.437744140625, 108.84466552734375, 638.46875, 479.19476318359375]",0.906,person
2025-03-26 10:32:20.634,检测,"[171.00514221191406, 108.76588439941406, 637.853515625, 479.2596435546875]",0.899,person
2025-03-26 10:32:20.669,检测,"[170.21270751953125, 109.84271240234375, 637.875732421875, 479.2744140625]",0.903,person
2025-03-26 10:32:20.701,检测,"[169.1532745361328, 110.100341796875, 638.0516967773438, 479.23095703125]",0.908,person
2025-03-26 10:32:20.732,检测,"[169.56573486328125, 107.88470458984375, 638.1751098632812, 479.148681640625]",0.901,person
2025-03-26 10:32:20.764,检测,"[168.40858459472656, 108.22291564941406, 637.9534912109375, 479.198974609375]",0.897,person
2025-03-26 10:32:20.795,检测,"[167.06761169433594, 108.78875732421875, 637.6666259765625, 479.221435546875]",0.89,person
2025-03-26 10:32:20.845,检测,"[168.5416259765625, 107.78437805175781, 638.050048828125, 479.15838623046875]",0.893,person
2025-03-26 10:32:20.876,检测,"[168.18194580078125, 108.26707458496094, 637.7166748046875, 479.2501220703125]",0.896,person
2025-03-26 10:32:20.909,检测,"[167.2405242919922, 107.72242736816406, 637.7986450195312, 479.20556640625]",0.897,person
2025-03-26 10:32:20.940,检测,"[167.37689208984375, 107.97216796875, 637.9617919921875, 479.2017822265625]",0.898,person
2025-03-26 10:32:20.973,检测,"[167.315185546875, 106.78311157226562, 637.8150024414062, 479.1582946777344]",0.894,person
2025-03-26 10:32:21.005,检测,"[168.55194091796875, 108.22538757324219, 638.0413818359375, 479.16094970703125]",0.907,person
2025-03-26 10:32:21.433,检测,"[169.03746032714844, 108.66287231445312, 638.0650634765625, 479.1641540527344]",0.905,person
2025-03-26 10:57:10.257,检测,"[181.56475830078125, 97.08978271484375, 639.576904296875, 479.08599853515625]",0.923,person
2025-03-26 10:57:10.326,检测,"[182.2537841796875, 97.6328125, 639.64013671875, 479.0931396484375]",0.916,person
2025-03-26 10:57:10.327,检测,"[182.85272216796875, 97.07353210449219, 639.6741943359375, 479.07684326171875]",0.919,person
2025-03-26 10:57:10.342,检测,"[182.6263427734375, 97.64515686035156, 639.6199340820312, 479.1175537109375]",0.918,person
2025-03-26 10:57:10.361,检测,"[182.18841552734375, 97.55488586425781, 639.35595703125, 479.07818603515625]",0.918,person
2025-03-26 10:57:10.402,检测,"[181.5963134765625, 97.51304626464844, 639.4273681640625, 479.1253662109375]",0.919,person
2025-03-26 10:57:10.444,检测,"[182.74501037597656, 97.401123046875, 639.51171875, 479.11724853515625]",0.916,person
2025-03-26 10:57:10.476,检测,"[183.103515625, 97.43450927734375, 639.41064453125, 479.0826416015625]",0.922,person
2025-03-26 10:57:10.507,检测,"[182.93658447265625, 97.49531555175781, 639.461181640625, 479.08282470703125]",0.924,person
2025-03-26 10:57:10.540,检测,"[181.91009521484375, 97.6099853515625, 639.708984375, 479.10198974609375]",0.926,person
2025-03-26 10:57:10.573,检测,"[182.16212463378906, 96.7847900390625, 639.361572265625, 479.06280517578125]",0.922,person
2025-03-26 10:57:10.605,检测,"[182.66705322265625, 96.44476318359375, 639.5714111328125, 479.04876708984375]",0.918,person
2025-03-26 10:57:10.636,检测,"[183.3198699951172, 97.3602294921875, 639.6412963867188, 479.0902099609375]",0.923,person
2025-03-26 10:57:10.670,检测,"[183.034423828125, 96.87152099609375, 639.3922119140625, 479.05975341796875]",0.926,person
2025-03-26 10:57:10.703,检测,"[182.92625427246094, 97.697265625, 639.540771484375, 479.08258056640625]",0.925,person
2025-03-26 10:57:10.733,检测,"[182.64508056640625, 97.953369140625, 639.6682739257812, 479.12042236328125]",0.917,person
2025-03-26 10:57:10.766,检测,"[182.34165954589844, 98.93280029296875, 639.46630859375, 479.11090087890625]",0.915,person
2025-03-26 10:57:10.803,检测,"[182.44017028808594, 97.42840576171875, 639.3790283203125, 479.0234375]",0.915,person
2025-03-26 10:57:10.845,检测,"[182.1021728515625, 98.28065490722656, 639.6522216796875, 479.0765380859375]",0.924,person
2025-03-26 10:57:10.876,检测,"[182.74830627441406, 97.78871154785156, 639.507568359375, 479.14208984375]",0.922,person
2025-03-26 10:57:10.909,检测,"[182.38050842285156, 96.81149291992188, 639.714111328125, 479.0553894042969]",0.928,person
2025-03-26 10:57:10.941,检测,"[182.45619201660156, 97.33847045898438, 639.5963134765625, 479.0708312988281]",0.924,person
2025-03-26 10:57:10.967,检测,"[181.764892578125, 96.89881896972656, 639.4366455078125, 479.0986328125]",0.919,person
2025-03-26 10:57:11.004,检测,"[181.73545837402344, 96.67874145507812, 639.517822265625, 479.1042785644531]",0.921,person
2025-03-26 10:57:11.035,检测,"[181.48374938964844, 96.7908935546875, 639.552001953125, 479.06646728515625]",0.923,person
2025-03-26 10:57:11.068,检测,"[182.2626953125, 97.00115966796875, 639.659912109375, 479.08209228515625]",0.92,person
2025-03-26 10:57:11.101,检测,"[182.69708251953125, 97.04949951171875, 639.6937255859375, 479.08203125]",0.921,person
2025-03-26 10:57:11.133,检测,"[182.29644775390625, 97.45367431640625, 639.7151489257812, 479.02215576171875]",0.928,person
2025-03-26 10:57:11.164,检测,"[181.90814208984375, 97.78909301757812, 639.4835205078125, 479.1354675292969]",0.926,person
2025-03-26 10:57:11.203,检测,"[181.1160888671875, 98.41075134277344, 639.3468017578125, 479.0438232421875]",0.922,person
2025-03-26 10:57:11.245,检测,"[182.55198669433594, 98.64593505859375, 639.3173828125, 479.10821533203125]",0.922,person
2025-03-26 10:57:11.275,检测,"[181.89418029785156, 99.00784301757812, 639.289794921875, 479.1219177246094]",0.919,person
2025-03-26 10:57:11.309,检测,"[181.8980712890625, 97.15022277832031, 639.535888671875, 479.12310791015625]",0.925,person
2025-03-26 10:57:11.331,检测,"[182.388427734375, 97.03916931152344, 639.4835205078125, 479.0889892578125]",0.924,person
2025-03-26 10:57:11.374,检测,"[181.48455810546875, 97.20451354980469, 639.6519165039062, 479.02215576171875]",0.924,person
2025-03-26 10:57:11.395,检测,"[181.9808349609375, 98.02679443359375, 639.7177124023438, 479.0594482421875]",0.92,person
2025-03-26 10:57:11.414,报警,"[181.56475830078125, 97.08978271484375, 639.576904296875, 479.08599853515625]",0.923,person
2025-03-26 10:57:11.428,检测,"[181.9761962890625, 96.44441223144531, 639.4688720703125, 479.06182861328125]",0.922,person
2025-03-26 10:57:11.470,检测,"[181.5106201171875, 97.12167358398438, 638.9949340820312, 479.1134948730469]",0.92,person
2025-03-26 10:57:11.501,检测,"[181.50244140625, 96.89775085449219, 639.5791625976562, 479.03643798828125]",0.917,person
2025-03-26 10:57:11.533,检测,"[181.87939453125, 96.7763671875, 639.2757568359375, 479.046875]",0.923,person
2025-03-26 10:57:11.564,检测,"[181.53814697265625, 97.03804016113281, 639.154296875, 479.15667724609375]",0.924,person
2025-03-26 10:57:11.606,检测,"[182.31494140625, 97.31396484375, 639.6224365234375, 479.054443359375]",0.926,person
2025-03-26 10:57:11.646,检测,"[182.49932861328125, 97.17448425292969, 639.0841064453125, 479.06524658203125]",0.923,person
2025-03-26 10:57:11.676,检测,"[182.21435546875, 96.81166076660156, 639.0203857421875, 479.0576171875]",0.918,person
2025-03-26 10:57:11.698,检测,"[182.1307373046875, 97.69049072265625, 639.270751953125, 479.02880859375]",0.922,person
2025-03-26 10:57:11.739,检测,"[182.04718017578125, 96.6871337890625, 639.1829833984375, 479.073974609375]",0.924,person
2025-03-26 10:57:11.773,检测,"[182.30299377441406, 97.1082763671875, 639.44921875, 479.08782958984375]",0.924,person
2025-03-26 10:57:11.804,检测,"[181.4189453125, 96.4464111328125, 639.1072998046875, 479.0284423828125]",0.924,person
2025-03-26 10:57:11.827,检测,"[182.08050537109375, 97.54214477539062, 639.3257446289062, 479.0890197753906]",0.92,person
2025-03-26 10:57:11.860,检测,"[182.63262939453125, 97.69523620605469, 639.2984008789062, 479.12066650390625]",0.922,person
2025-03-26 10:57:11.902,检测,"[182.63427734375, 97.29841613769531, 639.526123046875, 479.08758544921875]",0.919,person
2025-03-26 10:57:11.931,检测,"[181.92059326171875, 97.36109924316406, 639.3833618164062, 479.0042724609375]",0.92,person
2025-03-26 10:57:11.964,检测,"[182.35406494140625, 98.01350402832031, 639.656005859375, 479.11016845703125]",0.928,person
2025-03-26 10:57:12.013,检测,"[182.32562255859375, 97.398193359375, 639.61376953125, 479.135986328125]",0.93,person
2025-03-26 10:57:12.040,检测,"[182.4052734375, 97.34873962402344, 639.478271484375, 479.00341796875]",0.922,person
2025-03-26 10:57:12.077,检测,"[182.68505859375, 98.50308227539062, 639.4358520507812, 479.1039733886719]",0.927,person
2025-03-26 10:57:12.103,检测,"[182.2138214111328, 97.068115234375, 639.6250610351562, 479.07952880859375]",0.921,person
2025-03-26 10:57:12.141,检测,"[182.96368408203125, 98.63064575195312, 638.8900146484375, 479.0806579589844]",0.921,person
2025-03-26 10:57:12.172,检测,"[182.76806640625, 98.37042236328125, 639.53515625, 479.07574462890625]",0.919,person
2025-03-26 10:57:12.199,检测,"[182.859375, 98.25944519042969, 639.0452880859375, 479.07598876953125]",0.917,person
2025-03-26 10:57:12.235,检测,"[182.61016845703125, 97.16314697265625, 638.8590087890625, 479.0809326171875]",0.928,person
2025-03-26 10:57:12.269,检测,"[183.01463317871094, 98.00480651855469, 639.336181640625, 479.06317138671875]",0.923,person
2025-03-26 10:57:12.692,检测,"[182.57745361328125, 96.7574462890625, 639.6820068359375, 479.06005859375]",0.92,person
2025-03-26 11:02:40.533,检测,"[200.127685546875, 110.8948974609375, 640.0, 479.17169189453125]",0.898,person
2025-03-26 11:03:06.444,检测,"[162.3289337158203, 111.41841125488281, 536.8617553710938, 479.19195556640625]",0.92,person
2025-03-26 11:03:52.087,检测,"[104.1693115234375, 205.19561767578125, 407.92132568359375, 479.72332763671875]",0.877,person
2025-03-26 11:03:52.112,检测,"[102.90985107421875, 205.5147705078125, 414.66644287109375, 479.7718505859375]",0.838,person
2025-03-26 11:03:52.135,检测,"[102.55209350585938, 206.60922241210938, 415.9167785644531, 479.7639465332031]",0.836,person
2025-03-26 11:03:52.184,检测,"[102.41204833984375, 205.13174438476562, 412.32257080078125, 479.7761535644531]",0.814,person
2025-03-26 11:03:52.204,检测,"[102.41204833984375, 205.13174438476562, 412.32257080078125, 479.7761535644531]",0.814,person
2025-03-26 11:03:52.248,检测,"[103.19270324707031, 206.49813842773438, 413.24871826171875, 479.7677307128906]",0.843,person
2025-03-26 11:03:52.269,检测,"[103.19270324707031, 206.49813842773438, 413.24871826171875, 479.7677307128906]",0.843,person
2025-03-26 11:03:52.330,检测,"[102.83021545410156, 207.02621459960938, 414.3677978515625, 479.7772521972656]",0.829,person
2025-03-26 11:03:52.351,检测,"[102.83021545410156, 207.02621459960938, 414.3677978515625, 479.7772521972656]",0.829,person
2025-03-26 11:03:52.393,检测,"[102.7569580078125, 204.74563598632812, 413.12896728515625, 479.7545471191406]",0.843,person
2025-03-26 11:03:52.415,检测,"[102.7569580078125, 204.74563598632812, 413.12896728515625, 479.7545471191406]",0.843,person
2025-03-26 11:03:52.458,检测,"[102.87799072265625, 206.81756591796875, 414.13037109375, 479.7535400390625]",0.864,person
2025-03-26 11:03:52.477,检测,"[102.87799072265625, 206.81756591796875, 414.13037109375, 479.7535400390625]",0.864,person
2025-03-26 11:03:52.519,检测,"[102.30438232421875, 206.8935546875, 409.26654052734375, 479.7520751953125]",0.871,person
2025-03-26 11:03:52.541,检测,"[102.30438232421875, 206.8935546875, 409.26654052734375, 479.7520751953125]",0.871,person
2025-03-26 11:03:52.586,检测,"[103.28994750976562, 207.25474548339844, 408.5058898925781, 479.779541015625]",0.839,person
2025-03-26 11:03:52.605,检测,"[103.28994750976562, 207.25474548339844, 408.5058898925781, 479.779541015625]",0.839,person
2025-03-26 11:03:52.629,检测,"[102.33392333984375, 207.1793212890625, 406.283935546875, 479.67437744140625]",0.845,person
2025-03-26 11:03:52.649,检测,"[103.13700866699219, 205.50149536132812, 411.08306884765625, 479.7874450683594]",0.823,person
2025-03-26 11:03:52.681,检测,"[102.77635192871094, 204.95436096191406, 417.8419189453125, 479.767822265625]",0.802,person
2025-03-26 11:03:52.711,检测,"[102.50262451171875, 207.59954833984375, 405.85498046875, 479.647216796875]",0.892,person
2025-03-26 11:03:52.761,检测,"[103.28643798828125, 205.05587768554688, 411.320068359375, 479.7701721191406]",0.836,person
2025-03-26 11:03:52.789,检测,"[103.17816162109375, 206.32977294921875, 408.0862121582031, 479.70111083984375]",0.861,person
2025-03-26 11:03:52.825,检测,"[103.86715698242188, 207.35247802734375, 411.8323059082031, 479.76007080078125]",0.801,person
2025-03-26 11:03:52.853,检测,"[102.84410095214844, 204.9754638671875, 409.2293701171875, 479.755126953125]",0.823,person
2025-03-26 11:03:52.885,检测,"[103.02609252929688, 207.4933624267578, 407.88653564453125, 479.76470947265625]",0.882,person
2025-03-26 11:03:52.921,检测,"[103.03955078125, 204.95506286621094, 406.3932800292969, 479.7659912109375]",0.888,person
2025-03-26 11:03:52.952,检测,"[102.91043090820312, 207.1182861328125, 405.537353515625, 479.74530029296875]",0.87,person
2025-03-26 11:03:52.985,检测,"[102.645751953125, 206.9703826904297, 409.36895751953125, 479.75506591796875]",0.89,person
2025-03-26 11:03:53.017,检测,"[102.40255737304688, 205.0118865966797, 410.5688171386719, 479.77935791015625]",0.84,person
2025-03-26 11:03:53.048,检测,"[103.28765869140625, 205.37274169921875, 407.4554443359375, 479.7825927734375]",0.822,person
2025-03-26 11:03:53.081,检测,"[102.61871337890625, 206.91677856445312, 410.32098388671875, 479.7578430175781]",0.869,person
2025-03-26 11:03:53.112,检测,"[102.94964599609375, 207.34130859375, 413.7728271484375, 479.77691650390625]",0.839,person
2025-03-26 11:03:53.161,检测,"[103.65060424804688, 207.26651000976562, 408.1023254394531, 479.7569274902344]",0.883,person
2025-03-26 11:03:53.193,检测,"[103.47052001953125, 207.3238525390625, 407.767333984375, 479.7840576171875]",0.84,person
2025-03-26 11:03:53.221,检测,"[103.15618896484375, 205.57635498046875, 407.5145263671875, 479.76019287109375]",0.881,person
2025-03-26 11:03:53.253,检测,"[103.3814697265625, 207.0218505859375, 409.00115966796875, 479.743408203125]",0.871,person
2025-03-26 11:03:53.270,报警,"[104.1693115234375, 205.19561767578125, 407.92132568359375, 479.72332763671875]",0.877,person
2025-03-26 11:03:53.289,检测,"[103.5892333984375, 204.67428588867188, 407.59979248046875, 479.7976989746094]",0.862,person
2025-03-26 11:03:53.317,检测,"[103.285400390625, 207.1209259033203, 410.56964111328125, 479.78009033203125]",0.844,person
2025-03-26 11:03:53.353,检测,"[103.1046142578125, 206.96969604492188, 407.8690185546875, 479.7445373535156]",0.884,person
2025-03-26 11:03:53.384,检测,"[102.3653564453125, 207.37521362304688, 410.46954345703125, 479.7404479980469]",0.844,person
2025-03-26 11:03:53.417,检测,"[103.18075561523438, 207.350341796875, 409.9871520996094, 479.76776123046875]",0.89,person
2025-03-26 11:03:53.446,检测,"[102.73455810546875, 207.2127685546875, 407.76910400390625, 479.7421875]",0.832,person
2025-03-26 11:03:53.480,检测,"[102.404541015625, 207.70245361328125, 408.6844177246094, 479.65673828125]",0.882,person
2025-03-26 11:03:53.529,检测,"[102.78973388671875, 205.4999237060547, 411.11346435546875, 479.80108642578125]",0.798,person
2025-03-26 11:03:53.559,检测,"[102.60824584960938, 207.02642822265625, 408.7676696777344, 479.67120361328125]",0.819,person
2025-03-26 11:03:53.592,检测,"[103.33348083496094, 205.68814086914062, 409.3824462890625, 479.7812194824219]",0.869,person
2025-03-26 11:03:53.619,检测,"[103.21670532226562, 205.5347442626953, 410.0798645019531, 479.80499267578125]",0.831,person
2025-03-26 11:03:53.653,检测,"[104.06536865234375, 207.14492797851562, 409.4627685546875, 479.7604064941406]",0.884,person
2025-03-26 11:03:53.687,检测,"[103.07330322265625, 207.09979248046875, 408.5760498046875, 479.698486328125]",0.854,person
2025-03-26 11:03:53.716,检测,"[103.96125793457031, 206.2013397216797, 412.09893798828125, 479.77703857421875]",0.85,person
2025-03-26 11:03:53.753,检测,"[103.53857421875, 205.82559204101562, 406.6156005859375, 479.7719421386719]",0.83,person
2025-03-26 11:03:53.784,检测,"[102.74929809570312, 207.21661376953125, 408.5176086425781, 479.76123046875]",0.914,person
2025-03-26 11:03:53.815,检测,"[104.0736083984375, 205.5443115234375, 411.18505859375, 479.77587890625]",0.839,person
2025-03-26 11:03:53.848,检测,"[103.32684326171875, 207.38815307617188, 406.341552734375, 479.7530212402344]",0.888,person
2025-03-26 11:03:53.879,检测,"[103.11322021484375, 206.4478759765625, 409.6927490234375, 479.629638671875]",0.826,person
2025-03-26 11:03:53.927,检测,"[102.68185424804688, 207.03707885742188, 407.979248046875, 479.7551574707031]",0.878,person
2025-03-26 11:03:53.960,检测,"[102.4654541015625, 205.33926391601562, 407.181640625, 479.7826843261719]",0.788,person
2025-03-26 11:03:53.990,检测,"[103.60549926757812, 206.96060180664062, 408.4999694824219, 479.7583923339844]",0.883,person
2025-03-26 11:03:54.024,检测,"[102.91940307617188, 207.57899475097656, 407.4389343261719, 479.7347412109375]",0.873,person
2025-03-26 11:03:54.057,检测,"[103.41845703125, 206.75894165039062, 409.91693115234375, 479.6139831542969]",0.88,person
2025-03-26 11:03:54.085,检测,"[102.86557006835938, 206.5338592529297, 410.2019348144531, 479.67840576171875]",0.869,person
2025-03-26 11:03:54.117,检测,"[103.33856201171875, 207.28904724121094, 410.80560302734375, 479.76171875]",0.901,person
2025-03-26 11:03:54.154,检测,"[103.28982543945312, 206.96795654296875, 408.5218200683594, 479.749267578125]",0.907,person
2025-03-26 11:03:54.185,检测,"[102.8426513671875, 207.59226989746094, 406.957763671875, 479.6640625]",0.846,person
2025-03-26 11:03:54.215,检测,"[103.00909423828125, 207.8455047607422, 408.4056396484375, 479.72930908203125]",0.857,person
2025-03-26 11:03:54.248,检测,"[102.5484619140625, 206.81256103515625, 407.98529052734375, 479.66754150390625]",0.847,person
2025-03-26 11:03:54.280,检测,"[102.61917114257812, 207.6160430908203, 406.6070861816406, 479.66204833984375]",0.911,person
2025-03-26 11:03:54.326,检测,"[102.52130126953125, 207.5417022705078, 407.22869873046875, 479.69549560546875]",0.89,person
2025-03-26 11:03:54.358,检测,"[102.857421875, 207.62847900390625, 406.7591552734375, 479.69384765625]",0.893,person
2025-03-26 11:03:54.391,检测,"[103.10986328125, 208.05224609375, 407.0047912597656, 479.6815185546875]",0.907,person
2025-03-26 11:03:54.424,检测,"[103.21633911132812, 207.3465576171875, 408.44451904296875, 479.7039794921875]",0.854,person
2025-03-26 11:03:54.457,检测,"[102.43380737304688, 207.948486328125, 407.0580749511719, 479.69573974609375]",0.894,person
2025-03-26 11:03:54.488,检测,"[103.23794555664062, 207.66461181640625, 406.9044189453125, 479.65386962890625]",0.86,person
2025-03-26 11:03:54.518,检测,"[102.85369873046875, 207.24563598632812, 406.5303955078125, 479.6967468261719]",0.884,person
2025-03-26 11:03:54.549,检测,"[101.95916748046875, 207.51239013671875, 406.89501953125, 479.69525146484375]",0.87,person
2025-03-26 11:03:54.584,检测,"[102.76882934570312, 207.88287353515625, 407.0129699707031, 479.67523193359375]",0.919,person
2025-03-26 11:03:54.617,检测,"[102.89263916015625, 207.57864379882812, 406.4776611328125, 479.6725769042969]",0.92,person
2025-03-26 11:03:54.646,检测,"[102.7564697265625, 207.45736694335938, 406.88995361328125, 479.6777648925781]",0.86,person
2025-03-26 11:03:54.681,检测,"[102.34893798828125, 207.61813354492188, 406.28399658203125, 479.6620788574219]",0.893,person
2025-03-26 11:03:54.728,检测,"[103.533203125, 207.1842803955078, 403.42388916015625, 479.73712158203125]",0.897,person
2025-03-26 11:03:54.759,检测,"[103.14047241210938, 207.13113403320312, 406.4230041503906, 479.6706848144531]",0.839,person
2025-03-26 11:03:54.790,检测,"[102.691650390625, 207.59669494628906, 405.490966796875, 479.6602783203125]",0.905,person
2025-03-26 11:03:54.824,检测,"[103.1217041015625, 207.2838134765625, 406.8883056640625, 479.74969482421875]",0.886,person
2025-03-26 11:03:54.855,检测,"[102.28201293945312, 207.49984741210938, 406.6332092285156, 479.7009582519531]",0.818,person
2025-03-26 11:03:54.885,检测,"[103.08197021484375, 207.58343505859375, 405.99517822265625, 479.6728515625]",0.922,person
2025-03-26 11:03:54.919,检测,"[103.22557067871094, 207.76443481445312, 409.34521484375, 479.6751403808594]",0.864,person
2025-03-26 11:03:54.951,检测,"[102.1962890625, 207.68528747558594, 405.9161682128906, 479.67333984375]",0.9,person
2025-03-26 11:03:54.985,检测,"[102.89617919921875, 207.66122436523438, 405.71539306640625, 479.6894226074219]",0.911,person
2025-03-26 11:03:55.014,检测,"[102.0621337890625, 207.5723876953125, 406.9266662597656, 479.68121337890625]",0.884,person
2025-03-26 11:03:55.046,检测,"[102.51116943359375, 207.11654663085938, 406.15118408203125, 479.6916809082031]",0.89,person
2025-03-26 11:03:55.078,检测,"[102.5045166015625, 207.31271362304688, 405.27362060546875, 479.6695251464844]",0.881,person
2025-03-26 11:03:55.127,检测,"[103.04391479492188, 207.5511016845703, 403.1526794433594, 479.65936279296875]",0.915,person
2025-03-26 11:03:55.158,检测,"[102.94317626953125, 207.70932006835938, 405.6539306640625, 479.6618347167969]",0.91,person
2025-03-26 11:03:55.191,检测,"[102.63613891601562, 207.4825897216797, 401.6031799316406, 479.67596435546875]",0.852,person
2025-03-26 11:03:55.223,检测,"[102.7572021484375, 207.5372772216797, 402.52911376953125, 479.67901611328125]",0.901,person
2025-03-26 11:03:55.255,检测,"[103.1544189453125, 207.51861572265625, 403.162109375, 479.66455078125]",0.912,person
2025-03-26 11:03:55.285,检测,"[102.947998046875, 207.60302734375, 404.56097412109375, 479.6884765625]",0.861,person
2025-03-26 11:03:55.318,检测,"[102.72808837890625, 207.5477294921875, 404.71612548828125, 479.65411376953125]",0.884,person
2025-03-26 11:03:55.351,检测,"[103.04827880859375, 207.41433715820312, 403.0284423828125, 479.6919250488281]",0.88,person
2025-03-26 11:03:55.383,检测,"[102.72531127929688, 207.4934539794922, 404.0876159667969, 479.67095947265625]",0.855,person
2025-03-26 11:03:55.417,检测,"[102.95147705078125, 207.53402709960938, 403.78662109375, 479.6915588378906]",0.857,person
2025-03-26 11:03:55.448,检测,"[102.69573974609375, 207.3922119140625, 402.4735107421875, 479.65325927734375]",0.905,person
2025-03-26 11:03:55.478,检测,"[103.00265502929688, 207.41537475585938, 403.43145751953125, 479.6626281738281]",0.885,person
2025-03-26 11:03:55.528,检测,"[102.603759765625, 207.9014892578125, 402.84149169921875, 479.65130615234375]",0.897,person
2025-03-26 11:03:55.559,检测,"[103.0169677734375, 207.20343017578125, 400.9739074707031, 479.66253662109375]",0.782,person
2025-03-26 11:03:55.593,检测,"[103.66912841796875, 207.0605010986328, 401.88177490234375, 479.66864013671875]",0.874,person
2025-03-26 11:03:55.623,检测,"[102.68743896484375, 207.29620361328125, 408.560546875, 479.67236328125]",0.799,person
2025-03-26 11:03:56.046,检测,"[101.86032104492188, 207.15567016601562, 400.04266357421875, 479.6853332519531]",0.853,person
2025-03-26 11:04:40.110,检测,"[118.0439453125, 226.31381225585938, 421.9642333984375, 479.6695861816406]",0.913,person
2025-03-26 11:04:40.171,检测,"[116.32131958007812, 225.9146728515625, 425.6373596191406, 479.64483642578125]",0.908,person
2025-03-26 11:04:40.178,检测,"[116.32131958007812, 225.9146728515625, 425.6373596191406, 479.64483642578125]",0.908,person
2025-03-26 11:04:40.196,检测,"[116.90663146972656, 226.168212890625, 424.8597412109375, 479.6622314453125]",0.912,person
2025-03-26 11:04:40.225,检测,"[116.90663146972656, 226.168212890625, 424.8597412109375, 479.6622314453125]",0.912,person
2025-03-26 11:04:40.254,检测,"[117.01431274414062, 226.20291137695312, 424.5387878417969, 479.7027282714844]",0.906,person
2025-03-26 11:04:40.271,检测,"[117.01431274414062, 226.20291137695312, 424.5387878417969, 479.7027282714844]",0.906,person
2025-03-26 11:04:40.308,检测,"[116.40646362304688, 226.216064453125, 424.7477111816406, 479.6494140625]",0.909,person
2025-03-26 11:04:40.335,检测,"[116.40646362304688, 226.216064453125, 424.7477111816406, 479.6494140625]",0.909,person
2025-03-26 11:04:40.366,检测,"[116.62078857421875, 226.081298828125, 424.80792236328125, 479.650634765625]",0.908,person
2025-03-26 11:04:40.396,检测,"[116.62078857421875, 226.081298828125, 424.80792236328125, 479.650634765625]",0.908,person
